commonName,lat,lon,is_pure_bus,id,lines
North Road,51.50444,-0.46006,1,490010401E,U5
North Road,51.51578,-0.37326,1,490004807B,"105, E5"
North Road,51.51582,-0.37294,1,490004807A,"105, E5"
North Road,51.535544,0.298302,1,159G0010801,370
North Road,51.6032,-0.27078,1,490004617B,"142, 204, 251, 292, 32, 606, N32, N5"
North Road,51.60367,-0.27118,1,490004617A,"142, 204, 251, 292, 32, 606, N32, N5"
North Road / Goodinge Health Centre,51.54791,-0.12573,1,490018537E,393
North Road / Pleasance Theatre,51.54884,-0.12209,1,490018538W,393
North Sheen,51.46576,-0.28736,1,4900NSHEEN1,
North Sheen Rail Station,51.465155,-0.287876,0,910GNSHEEN,"R70, South Western Railway"
North Square,51.58196,-0.19169,1,490000904Z,H2
North Street,51.295697,-0.330046,1,40004408176B,465
North Street,51.295867,-0.331259,1,40004408176A,465
North Street,51.53762,0.07551,1,490010408F,"238, 366, 5, N15"
North Street,51.53769,0.07481,1,490010408P,"238, 366, 5, N15"
North Street,51.57938,0.17788,1,490010407D,"128, 165, 193, 252, 496, 651, 686, 86, N86"
North Street,51.57948,0.17753,1,490010407C,"128, 165, 193, 252, 496, 651, 686, 86, N86"
North Street,51.58686,0.17359,1,490007918W,103
North Walk,51.35807,-0.02107,1,490010420W,"130, 64, 664"
North Walk,51.35829,-0.02101,1,490010420E,"130, 64, 664"
North Wembley,51.56258,-0.303992,0,HUBNWB,"204, 483, 79, Bakerloo, Lioness"
North Wembley Station,51.56256,-0.3056,1,490000163A,"245, 483"
North Wembley Station,51.56262,-0.30608,1,490000163B,"245, 483"
North Woolwich Ferry,51.49892,0.06166,1,490010437NZ,"473, SL2"
North Woolwich Ferry,51.49899,0.06103,1,490010437NB,"473, 474, SL2"
North Woolwich Ferry,51.49912,0.06102,1,490010437NA,"473, 474"
Northall Road / Barnehurst Station,51.46392,0.16009,1,490001013C,99
Northall Road / Barnehurst Station,51.4644,0.16099,1,490001013D,99
Northall Road / Manor Way,51.46414,0.16462,1,490009597W,99
Northampton Road / Peel Centre,51.52503,-0.10679,1,490002297Z,
Northborough Road,51.40358,-0.13632,1,490010321L,"152, 255, 45, 463, 60, 633, N133"
Northborough Road,51.40363,-0.13739,1,490010321M,"45, N133"
Northborough Road,51.40433,-0.13737,1,490010321P,"152, 255, 45, 463, 60, 633, N133"
Northbrook Road,51.45566,-0.00146,1,490018706N,273
Northbrook Road,51.4562,-0.00158,1,490018706S,273
Northbrook Road,51.5643,0.06663,1,490013331Z,"123, 128, 150, 167, 179, 296, 396, 462, 667, 677, 679"
Northbrook Road,51.56448,0.06624,1,490013331W,"123, 128, 145, 150, 167, 179, 296, 366, 396, 462, 667, 677, 679"
Northchurch Road,51.54131,-0.08513,1,490015109W,"141, 76"
Northchurch Road,51.54207,-0.08471,1,490015109S,"141, 76"
Northchurch Road,51.54248,-0.09225,1,490010326EE,"341, 38, 476, 56, 73, N38, N73"
Northchurch Road,51.54351,-0.09052,1,490010326S,"341, 38, 476, 56, 73, N38, N73"
Northcote Avenue,51.51166,-0.38043,1,490010341H,"207, 427, N207"
Northcote Road,51.42872,0.08904,1,490010342W,321
Northcote Road,51.4292,0.08835,1,490010342E,321
Northcote Road,51.46077,-0.1661,1,490005333Z,"35, 37"
Northcote Road,51.46078,-0.16788,1,490005333X,"219, 337, 35, 37, 49, 77"
Northcote Road / Legacy Youth Zone,51.38764,-0.09615,1,490010343S,"468, 50, N68, SL6"
Northdown Close,51.56565,-0.41686,1,490010348S,"696, E7"
Northdown Close,51.5659,-0.41733,1,490010348N,"696, E7"
Northend Road / Colyers Lane,51.46962,0.18069,1,490005516N,"428, 89, N89"
Northend Road / Colyers Lane,51.4698,0.18103,1,490005516S,"428, 89, N89"
Northern Avenue,51.62206,-0.0748,1,490004959S,W6
Northey Avenue,51.346965,-0.210191,1,490019546HR,S2
Northey Avenue,51.34707,-0.20983,1,490019546E,S2
Northfield Avenue,51.511,-0.31844,1,490010362L,"207, 483, E8, N207, N83"
Northfield Avenue Orpington,51.3841,0.11564,1,490020260W,R4
Northfield Road,51.4843,-0.39248,1,490010365W,"111, H28"
Northfield Road,51.4844,-0.39283,1,490010365E,"111, H28"
Northfields Road,51.52237,-0.2716,1,490010368S,218
Northfields Road,51.52251,-0.2712,1,490010368E,218
Northfields Station,51.49879,-0.31422,1,490000159A,"E2, E3, N11"
Northfields Station,51.49906,-0.31464,1,490000159Z,
Northfields Station,51.49912,-0.31432,1,490000159X,
Northfields Station,51.49957,-0.31504,1,490000159B,"E2, E3, N11"
Northgate,51.60905,-0.43879,1,490004662W,331
Northgate,51.60919,-0.43912,1,490004662E,331
Northgate Road,51.52587,0.12383,1,490001988Z,"EL1, EL3"
Northgate Road,51.52602,0.12368,1,490001987Z,"EL1, EL3"
Northgate Road,51.52694,0.12189,1,490001987Y,EL2
Northgate Road,51.52699,0.12259,1,490001987X,"EL1, EL2, EL3"
Northiam,51.62205,-0.18977,1,490002259Z,326
Northiam,51.62218,-0.18986,1,490002259Y,326
Northlands Avenue,51.36245,0.08489,1,490020271W2,R4
Northlands Avenue,51.36257,0.08444,1,490016102W2,R4
Northlands Avenue,51.36263,0.08453,1,490020271E2,R4
Northlands Avenue,51.36331,0.08188,1,490016102,R4
Northolt Fire Station,51.55416,-0.36003,1,490010390S,"140, 395, N140"
Northolt High School,51.55107,-0.3732,1,490013343S,282
Northolt High School,51.55112,-0.37353,1,490013343N,282
Northolt Leisure Centre,51.54921,-0.3697,1,490010392F,282
Northolt Leisure Centre,51.54933,-0.36824,1,490010392J,282
Northolt Park Rail Station,51.55754,-0.359466,0,910GNTHOLTP,"140, 395, 398, 487, Chiltern Railways, N140"
Northolt Park Station,51.55736,-0.35927,1,4900NTHOLTP1,
Northolt Park Station,51.55809,-0.36106,1,490003203B,"140, 395, 398, 487, N140, SL9"
Northolt Park Station,51.55884,-0.36033,1,490003203A,"140, 395, 398, 487, N140, SL9"
Northolt Station,51.5474,-0.36931,1,490000162X1,
Northolt Station,51.54767,-0.36878,1,490000162A,"120, 140, 282, 395, 90, N140, N7, SL9"
Northolt Station,51.54848,-0.36741,1,490000162B,"120, 140, 282, 395, 90, N140, N7, SL9"
Northolt Station,51.54856,-0.3673,1,490020254S,
Northolt Station,51.54989,-0.36475,1,490000162N,
Northover,51.42812,0.01356,1,490010393S,"136, 181, N136"
Northover / Shroffold Road,51.43035,0.01163,1,490012134S,"124, 284"
Northover / Shroffold Road,51.4304,0.01145,1,490012134N,"124, 284"
Northrop Road,51.47893,-0.4268,1,490010349N,
Northumberland Avenue,51.45831,0.0853,1,490010410S,"624, 658, B16"
Northumberland Avenue,51.45868,0.08493,1,490010410N,"658, B16"
Northumberland Avenue,51.50686,-0.12473,1,490002149ZZ,
Northumberland Avenue,51.58253,0.21359,1,490010411E,294
Northumberland Avenue / Trafalgar Square,51.50706,-0.12578,1,490013767W1,
Northumberland Avenue / Trafalgar Square,51.50716,-0.12673,1,490013767X,"91, N91, N97"
Northumberland Avenue / Trafalgar Square,51.50735,-0.1265,1,490013767W,N113
Northumberland Avenue / Trafalgar Square,51.50819,-0.12706,1,490G000804,"12, 139, 159, 176, 23, 24, 29, 453, 88, 9, 91, N109, N113, N136, N15, N18, N20, N279, N29, N3, N41, N5, N550, N551, N9, N91, N97"
Northumberland Gardens,51.39576,0.05484,1,490010547W,R7
Northumberland Gardens,51.39588,0.05533,1,490010547Z,R7
Northumberland Gardens,51.39613,-0.13115,1,4900277S,"152, 255"
Northumberland Park,51.47338,0.16261,1,490010413S,"229, 602, 669"
Northumberland Park,51.47456,0.16272,1,490010413N,"229, 602, 669"
Northumberland Park,51.60216,-0.05372,1,4900NMBRLPK1,
Northumberland Park,51.60258,-0.05534,1,490001213S,"341, 476, W3"
Northumberland Park,51.60294,-0.05494,1,490001213N,"341, 476"
Northumberland Park Bus Stand,51.60322,-0.05561,1,490001213W,W3
Northumberland Park Rail Depot,51.59619,-0.05541,1,490016330S1,192
Northumberland Park Rail Depot,51.5971,-0.05475,1,490016330N1,192
Northumberland Park Rail Station,51.601969,-0.053932,0,910GNMBRLPK,"192, Greater Anglia"
Northumberland Road,51.64016,-0.16982,1,490002282ZZ,
Northumberland Road,51.64018,-0.17039,1,490002282YY,
Northumberland Way,51.47157,0.17011,1,490010416W,"89, N89"
Northumberland Way,51.47158,0.16892,1,490010416E,"89, N89"
Northview,51.401838,0.173737,1,2400A020720A,233
Northview,51.401929,0.17413,1,2400A020980A,233
Northview Drive,51.59247,0.04293,1,490010418E,"123, 179, 679"
Northway,51.40224,-0.21614,1,490010421S,413
Northway Central Square,51.58144,-0.18995,1,490004935W,
Northway Hampstead Gdn Suburb,51.58448,-0.18442,1,490019464W,H2
Northway Road,51.38409,-0.07614,1,490010422W,197
Northway Road,51.38436,-0.07591,1,490010422E,197
Northwick Avenue,51.57956,-0.32248,1,490010424FF,"114, 183, 223, H10, H19, H9"
Northwick Avenue,51.57986,-0.32208,1,490010424GG,"114, 183, 223, H19, H9"
Northwick Park Hospital,51.57496,-0.32501,1,490015197AA,"182, 186, 483, H10, H9, N18"
Northwick Park Hospital,51.57531,-0.32533,1,490010425N,"182, 483, N18"
Northwick Park Hospital,51.57597,-0.3246,1,490010425SP,
Northwick Park Hospital,51.57644,-0.32418,1,490010425HT,"223, H9"
Northwick Park Hospital,51.57647,-0.32369,1,490010425HS,"186, 223, H10, H14"
Northwick Park Hospital,51.57647,-0.32322,1,490010425HP,"182, 186, 223, 483, H10, H14, H9, N18"
Northwick Park Hospital,51.57648,-0.32269,1,490010425S,
Northwick Park Hospital / A&e Department,51.57418,-0.32003,1,490020288E,186
Northwick Park Hospital Social Club,51.57552,-0.31841,1,490016734HU,"186, H10, H9"
Northwick Park Station,51.57902,-0.31794,1,490000164MM,H19
Northwick Park Station,51.57908,-0.31834,1,490000164NN,H18
Northwick Park Underground Station,51.578481,-0.318056,0,940GZZLUNKP,"186, H10, H9, Metropolitan"
Northwold Road / Stoke Newington Common,51.56302,-0.07187,1,490010427D,"106, 149, 243, 276, 393, 476, 67, 73, 76, N73"
Northwood Avenue,51.32891,-0.11151,1,490020215S,439
Northwood Avenue,51.33008,-0.11245,1,490020215N,439
Northwood College Nursery School,51.61053,-0.42637,1,490010428N,331
Northwood Golf Course,51.60947,-0.43152,1,490011566N,331
Northwood Golf Course,51.6095,-0.43107,1,490011566S,331
Northwood Health Centre,51.60345,-0.41266,1,490010429W,"282, H11"
Northwood Health Centre,51.60364,-0.4124,1,490010429E,"282, H11"
Northwood Hills Circus,51.60293,-0.41061,1,490011022D,"282, H11"
Northwood Hills Circus,51.603091,-0.410878,1,49008558SE,"282, H11"
Northwood Hills Station,51.60038,-0.40953,1,490000166A,"282, H13"
Northwood Hills Station,51.60117,-0.40969,1,490000166B,"282, H13"
Northwood Hills Underground Station,51.600572,-0.409464,0,940GZZLUNWH,"282, H11, Metropolitan"
Northwood Iron Bridge,51.60448,-0.41655,1,490010431W,"282, H11"
Northwood Place,51.49383,0.13761,1,490010432W,"180, 401, 601"
Northwood Place,51.49394,0.13848,1,490010432E,"180, 401, 601"
Northwood Road,51.57342,-0.14094,1,490010433S,"134, 234, 43, N20"
Northwood Road,51.57423,-0.14191,1,490010433N,"134, 234, 43, N20"
Northwood School,51.602102,-0.407591,1,490010435NW,H11
Northwood School,51.60241,-0.40777,1,490010435C,H11
Northwood Station,51.6107,-0.42316,1,490000165E,
Northwood Station,51.61082,-0.42349,1,490000165B,331
Northwood Station,51.61112,-0.4237,1,490000165A,331
Northwood Station,51.61127,-0.42269,1,490015504C,"282, H11"
Northwood Station,51.61137,-0.42295,1,490015504D,"282, H11"
Norwich Road,51.59602,-0.41003,1,490010441S,282
Norwich Walk,51.60645,-0.26446,1,490010442S,302
Norwood / Crown Point,51.42159,-0.10632,1,490019045N,
Norwood Avenue,51.56564,0.18184,1,490010443W,"128, 175, 5, N15"
Norwood Avenue,51.56572,0.18297,1,490010443E,"128, 175, 5, N15"
Norwood Avenue,51.56616,0.17642,1,490011798S2,"103, 174, 499"
Norwood Avenue,51.56651,0.1762,1,490011798N2,"103, 174, 499"
Norwood Bus Garage,51.42952,-0.10355,1,490010444W,"196, 2, 315, 432, 468, 690, N2, N68, SL6"
Norwood Gardens,51.49858,-0.37889,1,490010445A,"120, E5"
Norwood Gardens,51.4986,-0.37831,1,490010445B,"120, E5"
Norwood Green,51.49315,-0.37031,1,490010447N,120
Norwood Green,51.49321,-0.36947,1,490010447N1,
Norwood Green,51.4939,-0.37084,1,490010447S,120
Norwood Junction,51.39702,-0.075216,0,HUBNWD,"130, 157, 197, 312, 410, 75, Southeastern, Southern, Thameslink, Windrush"
Norwood Junction Station,51.3974,-0.0742,1,490010448S,312
Norwood Junction Station,51.39761,-0.07403,1,490001216T,197
Norwood Junction Station,51.39863,-0.07511,1,490001216E,"130, 196"
Norwood Park,51.42321,-0.09718,1,490010449S,"432, N2"
Norwood Park,51.42406,-0.09796,1,490010449N,"432, N2"
Norwood Road,51.45027,-0.10043,1,490010451J,"201, 3, N3"
Norwood Road (UB2),51.49885,-0.37647,1,4900165931,
Norwood Road / Robson Road,51.43402,-0.10364,1,490013655P,"196, 2, 315, 322, 432, 468, 68, 690, N2, N68, SL6"
Norwood Road / Robson Road,51.43408,-0.10385,1,490013655N,"196, 2, 315, 322, 432, 690, N2"
Norwood Road / Robson Road,51.4349,-0.10404,1,490013655M,"468, 68, N68, SL6"
Norwood School,51.42268,-0.09857,1,490010452W1,"417, N137"
Notting Hill Gate Station,51.50809,-0.19511,1,490000167F,70
Notting Hill Gate Station,51.50877,-0.1953,1,490000167G,"27, 28, 328, 452, 52, N27, N28, N31"
Notting Hill Gate Station,51.5092,-0.19593,1,490000167E1,
Notting Hill Gate Station,51.50926,-0.19708,1,490015039C,"27, 28, 328, 452, 52, N27, N28, N31"
Notting Hill Gate Station,51.50928,-0.19467,1,490000167H,"148, 94, N207"
Notting Hill Gate Station,51.5096,-0.19299,1,490015463N,
Notting Hill Gate Stn  / Hillgate St,51.50865,-0.19836,1,490015465E,"148, 31, 94, N207"
Notting Hill Gate Stn  / Hillgate St,51.50884,-0.19838,1,490015465D,"148, 31, 94, N207"
Notting Hill Gate Stn  / Pembridge Rd,51.50949,-0.1974,1,490015039B,"27, 28, 31, 328, N27, N28, N31"
Notting Hill Gate Underground Station,51.509128,-0.196104,0,940GZZLUNHG,"148, 27, 28, 31, 328, 70, 94, Central, Circle, District, N207, N27, N28, N31"
Novotel Hotel Heathrow,51.49731,-0.45568,1,490020171E,
Nower Hill School,51.59053,-0.3657,1,490010454E,183
Nugent Retail Park,51.39175,0.11076,1,490010455SJ,"273, 51, 661, B14, N199, R1, R11"
Nugent Retail Park,51.39304,0.11154,1,490010455SG,"273, 51, 661, B14, N199, R1, R11"
Nugent Road,51.40367,-0.08196,1,490014601S,"468, N68, SL6"
Nunhead Green,51.46508,-0.05864,1,490010457S,"78, P12"
Nunhead Station,51.46639,-0.05097,1,490001217NB,P12
Nunhead Station,51.46675,-0.05154,1,490001217N,P12
Nunn's Road,51.65922,-0.08643,1,490018723E,W9
Nursery Lane,51.54584,0.02588,1,490006917H,325
Nursery Road,51.39743,-0.09353,1,490013634L,198
Nursery Road,51.413633,-0.418117,1,40004402176A,"216, 235"
Nurserylands Shopping Centre,51.42541,-0.37682,1,490010460N,"111, R70"
Nurserylands Shopping Centre,51.42614,-0.37542,1,490010460S,"111, R70"
Nutbrowne Road,51.53262,0.14831,1,490010462S,"173, 174, 175, 673"
Nutbrowne Road,51.53323,0.1481,1,490010462N,"173, 174, 175, 673"
Nutfield Close,51.60931,-0.06646,1,490010463S,"149, 259, 279, 349, N279"
Nutfield Close,51.60976,-0.06638,1,490005690N,"149, 259, 279, 349, N279"
Nutfield Gardens,51.56222,0.10497,1,490010464E,"128, 150, 679"
Nutfield Road,51.39611,-0.1074,1,490010465E,"198, 250, 663, N250"
Nutley Terrace,51.54841,-0.17574,1,490010466S,"46, 603"
Nutmeg Lane,51.51231,-0.00378,1,490004532F,"115, N15, N551"
Nutter Lane,51.57699,0.03389,1,490010467E,"145, 66, N8"
Nutwell Street,51.42569,-0.17028,1,490010468H8,"131, 155, 219, 264, 280, 493, 57, G1, N155"
Nutwell Street,51.42587,-0.16993,1,490010468H10,"131, 155, 219, 264, 280, 493, 57, G1, N155"
Nuxley Road / Dryhill Road,51.47958,0.14349,1,490006206S,"401, 601"
O2 Centre,51.54795,-0.18049,1,490007045FH,"113, 13, 187, 268, N113"
O2 Centre / Homebase,51.54799,-0.1863,1,490011854C,"187, 268"
O2 Centre / Sainsbury's,51.54824,-0.18332,1,490010471ZZ,"187, 268"
O2 Centre / Sainsbury's,51.54826,-0.18342,1,490010471Z,"187, 268"
Oak Avenue,51.56687,-0.44181,1,490010472W,"278, U1, U10"
Oak Avenue,51.56762,-0.44149,1,490010472N,"278, U1, U10"
Oak Farm Library,51.54146,-0.45039,1,490010483S,"278, 697, 698, U2"
Oak Farm Library,51.54235,-0.45023,1,490010483N,"278, 697, 698, U2"
Oak Gardens,51.59991,-0.26795,1,490010486F,"114, 302, 606"
Oak Grove,51.57295,-0.40212,1,490019123E,398
Oak Grove,51.57297,-0.40165,1,490019123W,398
Oak Hill,51.60099,0.0141,1,490013467N,"20, 275, 675, 679"
Oak Lane,51.59716,-0.17173,1,490010494S,"263, N271"
Oak Lane,51.59767,-0.17218,1,490010494N,"263, N271"
Oak Lodge School,51.44952,-0.16029,1,490011792W,"690, G1"
Oak Lodge School,51.45016,-0.15833,1,490011792E,"690, G1"
Oak Rise,51.621587,0.046632,1,150042020005,W14
Oak Road,51.308898,-0.332537,1,40004408234A,465
Oak Road,51.40918,-0.2684,1,490010500W,213
Oak Road,51.40946,-0.26758,1,490010500E,213
Oak Street,51.57997,0.16859,1,490010507S,"252, 651"
Oak Street,51.58021,0.1673,1,490010507N,"252, 651"
Oak View School,51.648161,0.068168,1,150042012005,397
Oak View School,51.648282,0.068404,1,150042012006,397
Oakbury Road,51.46995,-0.19098,1,490010474S,"28, 295, N28"
Oakbury Road,51.47045,-0.19121,1,490010474N,"28, 295, N28"
Oakcroft Road,51.369,-0.29516,1,490010475W,K2
Oakcroft Road,51.36922,-0.29539,1,490010475E,K2
Oakdale Road,51.54082,0.03249,1,490010476N,"330, 58"
Oakdale Road,51.54238,0.03278,1,490005112S,"330, 58"
Oakdene Avenue,51.42455,0.05873,1,490010478E,"161, 273, 638, N136"
Oakdene Avenue,51.4247,0.05831,1,490010478W,"161, 273, 638, N136"
Oakdene Drive / Highfield Road,51.38503,-0.27435,1,490008155S,"265, 613, 662, 665"
Oaken Lane,51.362985,-0.342481,1,40004405162A,K3
Oaken Lane,51.36316,-0.342805,1,40004405162B,K3
Oakeshott Avenue,51.56497,-0.15331,1,490010482N,214
Oakeshott Avenue,51.56539,-0.15307,1,490010482S,214
Oakfield Road,51.60116,-0.18374,1,490019119N,"143, 382"
Oakfield Road Stroud Green,51.57346,-0.10652,1,490010485Z,W5
Oakfield Road Stroud Green,51.57493,-0.10782,1,490010485Y,W5
Oakhill Road,51.40902,-0.12351,1,490010487W,255
Oakhill Road,51.40919,-0.12307,1,490010487E,255
Oakhill Road Sutton,51.36958,-0.18825,1,490012566W,S1
Oakhill Road Sutton,51.40914,-0.12319,1,490013611E,"S1, S2"
Oakhill Road Sutton High Street,51.37127,-0.19446,1,490002334ZT,
Oakhurst Gardens,51.58597,0.0064,1,490012885N,20
Oakhurst Grove,51.46155,-0.07048,1,490010490W,"37, 484"
Oakhurst Grove,51.46191,-0.06969,1,490010490E,"37, 484"
Oakhurst Road,51.67485,-0.03736,1,490003227N,"279, 327, N279"
Oakhurst Road,51.67661,-0.0353,1,490009539S,"279, N279"
Oaklands Avenue,51.44307,0.09797,1,490010491E,"51, 625"
Oaklands Avenue,51.4432,0.09844,1,490010491W,"51, 625"
Oaklands Drive,51.512343,0.293199,1,1590009101,370
Oakleigh Gardens,51.63085,-0.17452,1,490014562W,383
Oakleigh Gardens,51.63108,-0.17442,1,490014562E,"125, 263, 383, 626, N20"
Oakleigh Gardens Orpington,51.36084,0.0862,1,490023080Y,R4
Oakleigh Gardens Orpington,51.3613,0.08665,1,490023080Z,R4
Oakleigh Park North,51.63002,-0.1702,1,490010496W,"125, 251, 34, 688"
Oakleigh Park North / Athenaeum Road,51.63265,-0.16804,1,490002285ZZ,
Oakleigh Park North / Athenaeum Road,51.63267,-0.16823,1,490002285YY,
Oakleigh Park Station,51.63696,-0.16612,1,490001218S,383
Oakleigh Park Station,51.63791,-0.16699,1,490001218N,383
Oakley Road / Holy Trinity Church,51.37868,0.04299,1,490010498S,"261, 336, 358, 61"
Oakley Road / the Keston Mark,51.36805,0.03907,1,490013438S,320
Oakley Road / the Limes,51.37244,0.03937,1,490013575S,320
Oakley Road / the Limes,51.37266,0.03929,1,490013575N,320
Oakley Square,51.536,-0.13589,1,490011057H,46
Oakmead Gardens,51.6214,-0.25905,1,490010499W,"113, 186, 606, N113"
Oaks Avenue,51.36798,-0.23142,1,490010502W,293
Oaks Avenue,51.36845,-0.23074,1,490010502V,293
Oaks Avenue,51.42716,-0.08841,1,490010501E,322
Oaks Avenue,51.42716,-0.08768,1,490010501W,322
Oaks Lane,51.57602,0.09471,1,490010504E,"296, 396, 66"
Oaks Park,51.33398,-0.16787,1,490019398S,166
Oaks Park,51.33437,-0.16777,1,490019398N,166
Oaks Road,51.32563,-0.10688,1,490020216S,439
Oaks Road,51.3277,-0.111,1,490020216N,439
Oaks Road,51.36661,-0.05282,1,490010505N,"130, 466"
Oaks Road,51.36698,-0.05279,1,490010505S,"130, 466"
Oaks Way,51.32461,-0.10468,1,490020217S,439
Oaks Way,51.32539,-0.10653,1,490020217N,439
Oakside,51.552806,-0.487589,1,040000001301,331
Oakside,51.553419,-0.488434,1,040000001302,331
Oakwood Avenue,51.40621,-0.01414,1,490010510W,227
Oakwood Road / St Paul's Church,51.37339,0.07149,1,490010512W1,"353, 61, 654, R2, R3"
Oakwood Road / St Paul's Church,51.37352,0.07055,1,490010512W2,"353, 61, 654, R2, R3"
Oakwood Station,51.64697,-0.13256,1,490000168Z,
Oakwood Station,51.64698,-0.13244,1,490000168Y,
Oakwood Station,51.64742,-0.13234,1,490000168B,377
Oakwood Station,51.64779,-0.13193,1,490000168A,"121, 307, N91"
Oakwood Station  / Chase Road,51.64803,-0.13208,1,490015505C,"121, 307, 377"
Oakwood Underground Station,51.647726,-0.132182,0,940GZZLUOAK,"121, 307, 377, Piccadilly"
Oakworth Road,51.521,-0.21855,1,490015456N,"316, 7, N7"
Oasis Academy,51.29928,-0.11188,1,490002123Z,60
Oasis Academy,51.38246,-0.06421,1,490003421N,"130, 367, 689"
Oasis Academy,51.38293,-0.0644,1,490003421S,"130, 367, 689"
Oasis Academy Byron,51.31189,-0.12289,1,490012862S,466
Oasis Academy Byron,51.31221,-0.12325,1,490012862N,"404, 466"
Oasis Academy Byron,51.31226,-0.124,1,490012649W,404
Oasis Academy Byron,51.3125,-0.12422,1,490012649E,404
Oasis Academy Hadley,51.64272,-0.03789,1,490006723W,191
Oatlands Road,51.66128,-0.04624,1,490004828N,"121, 191, 279, N279"
Oatlands Road,51.66203,-0.04575,1,49003254EA,"121, 191, 279, N279"
Observatory Centre,51.50776,-0.588323,1,03700344,81
Occupation Road,51.5065,-0.3195,1,490015589S,"E2, E3, N11"
Ocean Estate,51.52225,-0.04227,1,490010513W,"205, 25, N205, N25"
Ockendon Road,51.54449,-0.08933,1,490010515N,"341, 38, 476, 56, 73, N38, N73"
Ockley Road,51.38584,-0.12188,1,490009265W1,264
Odeon Parade / Upton Gardens,51.58415,-0.31336,1,490010517E,"114, 183, 223, H19, H9"
Offord Road,51.54411,-0.1105,1,490010518S,153
Oglethorpe Road,51.55522,0.14713,1,490010519S,"173, 175, 673"
Okehampton Crescent / Brampton Road,51.47429,0.12528,1,490004245W,422
Okehampton Crescent / Lodge Hill,51.47264,0.11324,1,490010520E,"422, B11"
Okehampton Road,51.53752,-0.22206,1,490010521S,"302, 52, 6"
Okehampton Road,51.5376,-0.22238,1,490010521N,"187, 302, 52, 6"
Old Barn Lane,51.315709,-0.083621,1,40004410119A,"407, 434"
Old Barn Lane,51.316157,-0.083516,1,40004410119B,"407, 434"
Old Bexley Lane,51.43468,0.16617,1,490010525N,B12
Old Bond Street / Royal Academy,51.50823,-0.1392,1,490010526G,"14, 19, 23, 38, 9, N19, N38, N9, N97"
Old Bond Street / Royal Academy,51.50829,-0.13936,1,490011748H,"14, 19, 23, 38, 9, N19, N38, N9, N97"
Old Bromley,51.42176,-0.00314,1,490015717N,
Old Bromley Road,51.4258,-0.00554,1,490010528S,"136, 181, 208, 320, N136, N199"
Old Bromley Road,51.42616,-0.00678,1,490010528N,"136, 181, 208, 320, N136, N199"
Old Bromley Road /Bromley Road,51.42504,-0.00526,1,490004430S,
Old Brompton Road,51.48808,-0.19205,1,490014554N,"328, C3, N31"
Old Church Lane,51.61414,-0.31259,1,490019345Z,324
Old Church Lane,51.61467,-0.31315,1,490019345X,324
Old Church Street,51.48554,-0.17383,1,490010534E,"11, 19, 22, 319, 49, N11, N19, N22"
Old Church Street,51.4887,-0.17649,1,490006514S,"14, 211, 345"
Old Church Street,51.48911,-0.17615,1,490006514N,"14, 211, 345"
Old Coulsdon / Tudor Rose,51.30664,-0.11991,1,490010535W,"60, N68"
Old Coulsdon / Tudor Rose,51.30734,-0.12084,1,490010535N,"404, 466"
Old Coulsdon / Tudor Rose,51.30737,-0.12045,1,490010535S,"404, 466, 60, N68"
Old Devonshire Road,51.44655,-0.14849,1,490002190ZZ,255
Old Dover Road,51.47532,0.02872,1,490015427W,"178, 89, N89"
Old Farleigh Road,51.34373,-0.06231,1,490011989E,"359, 64"
Old Farleigh Road,51.34393,-0.06181,1,490011989W1,"359, 64"
Old Farm Avenue,51.43514,0.1021,1,490015178A,"286, 51, 625"
Old Farm Road,51.424,-0.382,1,490010540S,R70
Old Ford Road,51.52901,-0.05586,1,490010555G,"106, 254, 388, D6, N253"
Old Ford Road,51.52978,-0.05594,1,490010555H,"106, 254, 388, D6, N253"
Old Ford Road,51.53222,-0.04111,1,490010554S2,"277, 425, N277"
Old Ford Road,51.53543,-0.02786,1,490010552N,"276, 488, 8, N8"
Old Ford Road,51.53683,-0.02852,1,490010552S,"276, 488, 8, N8"
Old Hill Playground,51.34859,0.08531,1,490023097W,R10
Old Hill Playground,51.34879,0.08546,1,490023097E,"R10, R5"
Old Homesdale Road,51.39813,0.03066,1,490010563N,336
Old Homesdale Road,51.3983,0.031,1,490010563S,336
Old Jamaica Road,51.49818,-0.07186,1,490017367W,C10
Old Jamaica Road,51.49832,-0.07166,1,490017367E,C10
Old Kent Road / East Street,51.49146,-0.0823,1,490006379BN,"172, 21, 363, 415, 42, 453, 53, 63, N21, N53, N63"
Old Kent Road / East Street,51.49146,-0.08186,1,490006379BL,"172, 21, 363, 415, 453, 53, 63, N21, N53, N63"
Old Kent Road / Ilderton Road,51.47913,-0.05603,1,490008461WA,"172, 21, 453, 53, N21, N53, P12"
Old Kent Road / Ilderton Road,51.47925,-0.05569,1,490008461E2,"172, 21, 453, 53, N21, N53, P12"
Old Kent Road / Ilderton Road,51.47936,-0.056,1,490008461ER,"453, 53, N53"
Old Maidstone Road,51.41102,0.14166,1,490010566E,233
Old Maidstone Road,51.41107,0.14113,1,490010566M,233
Old Marylebone Road,51.5205,-0.16651,1,490010567H,"18, N18"
Old Marylebone Town Hall,51.52153,-0.16037,1,490G000039,
Old Marylebone Town Hall,51.5217,-0.16062,1,490000285Z,"2, N2"
