station_name,latitude,longitude,mode,lines,station_id
Houston Road,51.43421,-0.03579,,"181, 202",490008404S
Hoveton Road,51.50896,0.11639,,"177, 229, 401, 472, 601, 602, 669, N1",490008405W
Hoveton Road,51.50932,0.11638,,"177, 229, 401, 472, 601, 602, 669, N1",490008405E
Howard Road,51.39318,-0.29778,,"665, K2",490018237E
Howard Road,51.55716,0.26256,,"346, 646",490008406W
Howard Road,51.55725,0.26298,,"346, 646",490008406E
Howard Road,51.57761,-0.07594,,67,490008407W
Howard Road,51.57788,-0.07674,,67,490008407E
Howberry Road,51.40933,-0.09637,,450,490008408S
Howberry Road,51.40964,-0.0962,,450,490008408N
Howbury Lane,51.46344,0.1846,,99,490008409E1
Howbury Lane / Slade Green Station,51.46688,0.19026,,"428, 99",490001252C
Howden Road,51.40366,-0.08072,,196,490008410S
Howden Road,51.40471,-0.08209,,"196, 468, N68, SL6",490008410N
Howden Road,51.40628,-0.07919,,410,490014913N
Howden Road / Belvue Road,51.54515,-0.36285,,E10,490018761S
Howe Close,51.59426,0.15599,,"252, 651",490008411S
Howe Close,51.59459,0.15577,,"252, 651",490008411N
Howletts Lane,51.58523,-0.4418,,331,490006844S
Howletts Lane,51.58617,-0.44083,,331,490006844N
Hows Road,51.54458,-0.48364,,,490010267S
Hoxton Rail Station,51.531512,-0.075681,overground,"149, 242, 243, 394, N242, Windrush",910GHOXTON
Hoxton Station,51.52916,-0.07502,,"26, 55, N26, N55",490010230W
Hoxton Station,51.53008,-0.07439,,"26, 55, N26, N55",490005737N
Hoxton Station,51.53102,-0.07567,,,4900HOXTON2
Hoxton Station,51.53103,-0.07589,,,4900HOXTON1
Hoxton Station  / Museum of the Home,51.52971,-0.0776,,"149, 242, 243, 394, N242",490006726N
Hoxton Station  / Museum of the Home,51.5316,-0.07695,,"149, 242, 243, 394, N242",490007154S
Hoylake Gardens,51.57394,-0.3968,,398,490005568E
Hoylake Gardens,51.57401,-0.39632,,398,490005568W
Hubbards Chase / Wingletye Lane,51.57598,0.23668,,193,490008413E
Hubbards Close,51.57708,0.23975,,193,490008414N
Hubert Road,51.52606,0.18546,,365,490008416W
Hudson Road,51.46998,0.13913,,"301, B12",490002145YY
Hudson Road,51.47002,0.13935,,"301, B12",490002145ZZ
Hughenden Gardens,51.53323,-0.3981,,"696, 697, 90, E9",490008417W
Huguenot Place / Alma Road,51.45782,-0.18352,,"156, 170, 337, 37, 39, 639, 670, 87, N87",490008418W
Hulse Avenue,51.59606,0.1641,,"175, 247, 294, 365, 375",490008420S
Hulse Avenue / Barking Park,51.54323,0.08771,,"5, 62, EL2, EL3, N15",490008419W
Hulse Avenue / Barking Park,51.54358,0.0882,,"5, 62, EL2, EL3, N15",490008419E
Humber Road,51.56458,-0.23115,,"16, 232, 245",490015034S
Humber Road,51.56511,-0.23162,,"16, 232, 245",490015034N
Humber Road,51.56638,-0.22604,,"266, 316, 32, 632, N266, N32",490008421S
Hume Way,51.58012,-0.4097,,696,490008164E
Hume Way,51.5808,-0.41207,,H13,490008164S
Hume Way,51.58136,-0.41178,,"696, H13",490008164N
Humphrey Street,51.48828,-0.07572,,78,490013339S
Hunt Road,51.5003,-0.37312,,E5,490008429W
Hunt Road,51.50044,-0.37239,,E5,490008429E
Hunters Grove,51.59006,-0.30846,,"114, H10, H18",490008424S
Hunters Grove,51.59074,-0.30942,,"114, H10, H18, H19, H9",490008424N
Hunters Grove,51.60778,0.1656,,"365, 651",490008423W
Hunters Grove,51.60786,0.16589,,"365, 651",490008423S
Hunters Hall Road,51.55135,0.15357,,174,490007041W
Hunters Hall Road,51.55135,0.15433,,174,490007043E
Huntingdon Close,51.40077,-0.12737,,463,490018881N
Huntingdon Drive,51.593,0.22745,,346,490002167HS
Huntingfield Road,51.46418,-0.23845,,430,490013941S
Huntley Way,51.40984,-0.24511,,265,490008428S
Huntley Way,51.41025,-0.24682,,265,490008428N
Huntspill Street,51.43295,-0.18328,,"270, 44, 77, N44",490008430W
Hurst Lane,51.48214,0.1264,,"301, 469, B11",490016307N
Hurst Lane,51.48235,0.12636,,"301, 469, B11",490016307S
Hurst Road,51.4714,0.16456,,"89, N89",490008440W
Hurst Road,51.47151,0.16615,,"89, N89",490008440E
Hurst Road,51.628219,0.048434,,167,150042017010
Hurst Springs,51.43858,0.13298,,"229, 269, 669",490008442E
Hurst View Road,51.35405,-0.08856,,412,490008443S
Hurst View Road,51.35416,-0.08877,,412,490008443N
Hurstbourne Road,51.4421,-0.03868,,"171, 185, N171",490008437W1
Hurstbourne Road,51.44222,-0.03802,,"171, 185, N171",490008437W2
Hurstmere School,51.43685,0.11435,,229,490008439W
Hurstmere School,51.43728,0.11476,,229,490008439E
Hutton Walk,51.60991,-0.34964,,182,490008444N
Hutton Walk,51.61018,-0.35038,,182,490008444E
Huxbear Street,51.4544,-0.03272,,P4,490005959W
Huxbear Street,51.45472,-0.03261,,P4,490005959E
Huxley Close,51.52918,-0.47547,,"U3, U5",490005286N1
Huxley Close,51.52937,-0.47513,,"U3, U5",490005286S1
Hyacinth Road,51.44649,-0.24133,,"265, 419, 85, N72",490008445N
Hyatt Place Hotel,51.48176,-0.46801,,,490020155E
Hyde Park Avenue,51.62882,-0.08932,,456,490002225Y
Hyde Park Avenue,51.62897,-0.08927,,456,490002225Z
Hyde Park Corner,51.50135,-0.15105,,"13, 148, 2, 36, 38, 390, 52, 6, N2, N32, N38",490000119K
Hyde Park Corner,51.50209,-0.15068,,"13, 148, 2, 36, 38, 390, 52, 6, N2, N32, N38",490000119F
Hyde Park Corner,51.50257,-0.154,,,490000119ZA
Hyde Park Corner,51.50258,-0.15399,,,490000119ZC
Hyde Park Corner,51.50284,-0.15421,,,490000119ZB
Hyde Park Corner,51.50289,-0.15415,,,490000119R
Hyde Park Corner,51.50386,-0.14801,,,490000119X
Hyde Park Corner,51.50391,-0.1479,,,490007492W1
Hyde Park Corner Station,51.5026,-0.15376,,"137, 19, 22, N137, N19, N22",490000119P
Hyde Park Corner Station,51.50271,-0.15345,,"14, 74, N74, N97",490000119N
Hyde Park Corner Station,51.50275,-0.15327,,"52, 9, N9",490000119M
Hyde Park Corner Station,51.50297,-0.15391,,52,490000119S
Hyde Park Corner Station,51.50302,-0.15351,,"14, 19, 22, 9, N19, N22, N9, N97",490000119T
Hyde Park Corner Station,51.50304,-0.15316,,"137, 74, N137, N74",490000119W
HYDE PARK CORNER STATION (W1),51.50278,-0.15313,,,490000119L
Hyde Park Corner Underground Station,51.503035,-0.152441,tube,Piccadilly,940GZZLUHPC
Hyde Park Street,51.51246,-0.16693,,"148, 274, 94, N207",490008446W
Hyde Park Street,51.51257,-0.16703,,"148, 274, 94, N207",490008446E
Hydethorpe Road,51.44551,-0.13691,,255,490020143G
Hydethorpe Road,51.44576,-0.1372,,255,490020143M
Hyland Way,51.56469,0.20186,,"248, 365",490008448W
Hyland Way,51.56485,0.20261,,"248, 365",490008448E
Hylands Road,51.322774,-0.274884,,"166, 293",40004406009B
Hylands Road,51.322805,-0.27451,,"166, 293, 406, 467",40004406009A
Hythe Avenue / Cumberland Drive,51.47297,0.13616,,422,490014748N
Hythe Road,51.5273,-0.23545,,220,490008451N
Hythe Road,51.52803,-0.23567,,220,490008451S
Ibis Hotel London Heathrow Airport (Bath Road),51.48073,-0.43053,,,490020169E
Ibis Styles London Heathrow Airport,51.48142,-0.449,,,490000938Z
Ickburgh School,51.54784,-0.03738,,488,490004776S
Ickburgh School,51.5489,-0.03797,,488,490008326N
Ickenham Pump,51.56445,-0.44431,,U1,490013091B
Ickenham Station,51.56222,-0.44488,,,490000120
Ickenham Station,51.56291,-0.44451,,"278, 697, 698, U10",490000120D
Ickenham Station,51.56406,-0.44362,,"278, U10",490013091C
Ickenham Underground Station,51.56445,-0.44431,tube,"278, Metropolitan, Piccadilly, U1, U10",940GZZLUICK
Icknield Drive,51.57981,0.07339,,"128, 150, 167, 667, 677, N8",490007110S
Iffley Road,51.49457,-0.23012,,"110, 190, 218, 267, 27, 306, H91, N11, N266, N9",490007239E
Ikea Brent Park,51.55344,-0.26158,,"16, 206, 224, 232, 92",490008456S
Ikea Brent Park / Drury Way,51.55328,-0.26178,,"206, 224",490008456N
Ikea Brent Park / Panther Drive,51.55398,-0.26175,,"206, 224, 92",490014032N
Ilchester Road,51.54867,0.11362,,368,490008457S
Ilchester Road,51.54876,0.11346,,368,490008457N
Ilchester Road / Future Youth Zone,51.54629,0.12441,,"145, 62",490008458N
Ildersly Grove,51.43662,-0.09061,,"3, N3",490008459S
Ilex Road,51.54837,-0.2478,,"260, 266, N266",490008462S
Ilford / Chapel Road,51.55769,0.07024,,"123, 147, 167, 169, 179, 25, 364, 425, 462, 667, 677, EL1, N25, SL2, W19",490004986P
Ilford Broadway,51.5584,0.07067,,"147, 25, 425, 86, N25, N86, W19",490008465L
Ilford County Court,51.56196,0.08748,,"86, N86",490004559E
Ilford Fire Station,51.56231,0.08948,,"86, N86",490011999W
Ilford Hill,51.55816,0.06891,,"147, 169, 25, 396, 425, 86, EL1, N25, N86, W19",490008467F
Ilford Rail Station,51.559118,0.06968,elizabeth-line,"123, 128, 145, 147, 150, 167, 169, 179, 25, 364, 366, 396, 425, 462, 667, 677, 679, 86, EL1, Elizabeth line, Greater Anglia, N25, N86, W19",910GILFORD
Ilford Sainsbury's,51.55701,0.07015,,"169, EL1, SL2",490008471B
Ilford Station,51.55821,0.06929,,,4900ILFORD3
Ilford Station,51.5588,0.06998,,"123, 145, 179, 366, 679, SL2",490001157G
Ilford Station,51.55893,0.0701,,"128, 150, 167, 296, 364, 396, 462, 667, 677",490001157H
Ilford Station,51.55897,0.06702,,,4900ILFORD2
Ilford Station,51.55907,0.0709,,,490005699RB
Ilford Station,51.55927,0.06992,,,4900ILFORD4
Ilford Station,51.55943,0.07023,,"128, 145, 150, 296, 366, 396, 679, SL2",490001157K
Ilford Station,51.56045,0.06988,,"123, 167, 179, 364, 462, 667, 677",490005699D
Imperial College / Elvaston Place,51.49811,-0.17978,,70,490006552N
Imperial College / Queens Gate Terrace,51.49945,-0.17974,,70,49003182RT
Imperial Drive,51.58087,-0.36421,,H11,490013526N1
Imperial Drive,51.58087,-0.36405,,H11,490013526S1
Imperial Road,51.47405,-0.18318,,C3,490003090S
Imperial Road / Chelsea Harbour,51.47459,-0.18579,,306,490016613N
Imperial War Museum,51.49658,-0.11062,,"344, 360",490015351W
Imperial War Museum,51.49696,-0.10916,,"344, 360",490008473Z
Imperial War Museum,51.49703,-0.10929,,"344, 360",490015351E
Imperial Way,51.35898,-0.11703,,"119, 289, 439",490008475S
Imperial Way,51.35919,-0.11728,,"119, 289, 439",490008475N
Imperial Wharf,51.47555,-0.183084,,"306, C3, Mildmay",HUBIMP
Imperial Wharf Rail Station,51.474949,-0.182823,overground,Mildmay,910GCSEAH
Imperial Wharf Station  / Imperial Road,51.47323,-0.1839,,"306, C3",490005070N
Imperial Wharf Stn  / Chelsea Harbour,51.47448,-0.1852,,306,490016613S
Imperial Wharf Stn  / Chelsea Harbour,51.47555,-0.18309,,C3,490005071E
Imperial Wharf Stn  / Chelsea Harbour,51.47601,-0.18346,,"306, C3",490005071S
Inca Drive,51.44512,0.0635,,"160, 233, 314, 321",490008477S
Inchmery Road,51.4384,-0.01924,,"136, 171, 199, 208, 320, 47, 54, 660, N136, N199",490005020N
Inchmery Road,51.43927,-0.01969,,"136, 171, 199, 208, 320, 47, 54, 660, N136, N199",490003596S
Ingersoll Road,51.66526,-0.04387,,"121, 191, 279, N279",490005757N
Ingersoll Road,51.66573,-0.04342,,"121, 191, 279, N279",490008479S
Ingleby Way,51.42147,0.06291,,"161, 273, 638, N136",490013496S
Ingleby Way,51.42187,0.06212,,"161, 273, 638, N136",490013496N
Inglemere Road,51.43416,-0.04627,,75,490008481S
Inglemere Road,51.43434,-0.04672,,75,490008481N
Inglis Way,51.61147,-0.2082,,382,490020298E
Inglis Way,51.61153,-0.20925,,382,4900220299W
Ingram Avenue,51.57383,-0.18083,,H3,490014682S
Ingram Avenue,51.57395,-0.17784,,H3,490016235S
Ingram Avenue / Hampstead,51.57294,-0.17678,,,490002368HW
Ingram Avenue / Hampstead,51.57313,-0.18145,,,490002368HE
Ingram Way / Bridge Hotel,51.53778,-0.34541,,"105, 92, E6",490008485N
Ingrave Street,51.46726,-0.1706,,"319, 344, 345, 49, 639, 670, N19, N31",490008486N
Ingrebourne Gardens,51.5629,0.25211,,"248, 346",490008487S
Ingrebourne Gardens,51.56327,0.25229,,"248, 346",490008487N
Inman Road,51.44594,-0.1854,,77,490008488S
Inman Road,51.44623,-0.18533,,77,490008488N
Inner London Crown Court,51.4984,-0.09779,,"133, 343, 344, 35, C10, N133, N343",490003548B
Inner London Crown Court,51.49859,-0.09783,,"133, 343, 344, 35, 468, C10, N133, N343",490012354N
Inner Park Road,51.44459,-0.22274,,93,490008489S
Innova Park,51.6764,-0.02106,,491,490020071N
Innova Park,51.67674,-0.02086,,491,490020071S
Inverforth House,51.56365,-0.18033,,"210, 268, 310, N5",490008490N
Inverforth House,51.56384,-0.18007,,"210, 268, 310, N5",490008490E
Inverness Terrace,51.51279,-0.18642,,70,490008492S
Inverton Road,51.45745,-0.04775,,"343, 484, N343, P12",490008493W
Inverton Road,51.45793,-0.04701,,P12,490008493E2
Irene Road,51.47353,-0.19703,,"22, N22",490005156W
Irene Road,51.47407,-0.19632,,"22, N22",490005189E
Iris Avenue,51.45198,0.13577,,B13,490002106Y
Iris Avenue,51.45214,0.13575,,B13,490002106Z
Iron Bridge,51.50962,-0.35728,,"195, 207, 282, 92, N207, SL8",490008498W
Iron Bridge,51.50987,-0.35768,,"195, 207, 282, 92, N207, SL8",490008498E2
Iron Bridge / Uxbridge Road,51.51016,-0.35476,,"282, 92",490008498S
Iron Bridge Road,51.51141,-0.45193,,"350, A10, U5",490008499W
Iron Bridge Road,51.51167,-0.45163,,"350, A10, U5",490008499E
Ironmonger Row / Norman Street,51.52694,-0.09454,,,490018499N
Irving Grove,51.46964,-0.11987,,"196, 2, 333, 345, N2",490008500S
Isabella Plantation,51.43076,-0.27813,,,490001999Z
Isis Street,51.43891,-0.18677,,"270, 44, 77, N44",490008502S
Isis Street,51.4395,-0.18696,,"270, 44, 77, N44",490008502N
Island Gardens DLR Station,51.487811,-0.010139,dlr,DLR,940GZZDLISL
Island Gardens Station,51.48778,-0.00971,,"135, D7, N550",490002048Z
Island Gardens Station,51.4879,-0.00995,,"135, D7, N550",490002048X
Islay Gardens,51.46152,-0.39228,,"116, 117, 235, 635",490008506W
Islay Gardens,51.46178,-0.39179,,"116, 117, 235, 635",490008506E
Isle of Dogs Asda,51.49487,-0.01307,,"135, 277, D6, D8, N277",490008507S
Isledon Road,51.56233,-0.10778,,"153, 253, 254, 259, 29, 4, N253, N279, N29",490006889W
Isledon Road,51.56266,-0.10771,,"253, 254, 29, N253, N279, N29",490006889Z
Isleworth Leisure Centre and Library,51.46632,-0.33009,,"267, 481, 618, H20, H22",490008511N
Isleworth Library,51.46694,-0.32959,,"267, 481, 618, H20, H22",490014954TM
Isleworth Rail Station,51.474763,-0.336907,,"117, H37, South Western Railway",910GISLEWTH
Isleworth Station,51.47511,-0.33691,,,4900ISLEWTH1
Isleworth Station,51.47512,-0.33761,,"235, 237, 618, E8, N9",490001158A
Isleworth Station,51.47521,-0.33731,,"235, 237, 618, E8, N9",490001158B
Isleworth Station  / Rennels Way,51.47446,-0.33829,,"117, H37",490009287S
Isleworth Station  / Rennels Way,51.47463,-0.33864,,"117, H37",490009287N
Isleworth War Memorial,51.46992,-0.32876,,"267, 481, H22, H37",490008512TJ
Isleworth War Memorial,51.47016,-0.32818,,"267, 481, H22, H37",490008512TH
Islington Green,51.53576,-0.10317,,"341, 38, 476, 56, 73, N38, N73",490008515D
Islington Green,51.53609,-0.10358,,"19, 30, 341, 38, 4, 43, 476, 56, 73, N19, N277, N38, N41, N73",490008515B
Islington Green,51.53622,-0.10243,,"341, 38, 476, 56, 73, N38, N73",490008515C
Islington Town Hall,51.54219,-0.10296,,"19, 30, 4, 43, N19, N277, N41",490008517S
Islington Town Hall,51.54221,-0.10316,,"19, 30, 4, 43, N19, N277, N41",490008517N1
Islip Manor Park,51.5472,-0.37339,,"395, E10",490008518W
Islip Manor Park,51.54749,-0.37356,,"395, E10",490008518E
Islip Manor Road,51.54554,-0.38286,,E10,490008519N
Ivanhoe Road,51.46532,-0.07881,,P13,490008520W
Ivanhoe Road,51.46542,-0.07845,,P13,490008520E
Iveagh Avenue,51.53488,-0.28243,,"112, 224",490008521N
Iveagh Avenue,51.53709,-0.28376,,112,490008521W
Iveagh Avenue,51.53785,-0.28284,,112,490008521E
Iver Lane,51.52963,-0.48379,,,490016045W
Iver Rail Station,51.508503,-0.506726,elizabeth-line,Elizabeth line,910GIVER
Ivers Way,51.35081,-0.02316,,"130, 314",490008522E
Ivinghoe Road,51.54656,0.11343,,368,490008523S
Ivinghoe Road,51.54677,0.11331,,368,490008523N
Ivy Gardens,51.40195,-0.13481,,"152, 255, 463, 60, 633",490008527J
Ivy Gardens,51.40221,-0.13522,,"152, 255, 463, 60, 633",490008527K
Ivy House Road,51.56551,-0.44713,,U1,490008528W
Ivybridge,51.45763,-0.33075,,"267, H22",490008524N
Ivybridge Close,51.53452,-0.46842,,"U1, U4, U7",490008525BG
Ivydale Road / Linden Grove,51.46531,-0.0498,,P12,490008526N
Ivydale Road / Linden Grove,51.46577,-0.04999,,P12,490008526S
Jack Dash House,51.49965,-0.01189,,"135, D6",490008529N
Jack Dash House,51.49986,-0.00976,,"135, D6",490008529E
Jack Dunning Estate,51.5501,-0.05103,,"425, 488",490009411X
Jack Dunning Estate,51.55021,-0.05121,,"425, 488",490009411W
Jack Straw's Castle / Whitestone Pond,51.56315,-0.17916,,"210, 310, 603",490008531S2
Jack Straw's Castle / Whitestone Pond,51.56347,-0.17904,,"210, 310, 603",490008531N2
Jack Watts Estate,51.56263,-0.05276,,393,490016287N
Jack Watts Estate,51.56289,-0.05217,,393,490016287S
Jackets Lane,51.60574,-0.44505,,331,490008530S
Jackets Lane,51.6065,-0.44467,,331,490008530N
Jaffe Road,51.56411,0.08292,,169,490008464S
Jail Lane,51.3163,0.03999,,"684, R8",490020153E
Jail Lane / Single Street,51.31561,0.05864,,R8,490012173Z
Jail Lane / Single Street,51.31641,0.05858,,R8,490012172N
Jake Russell Walk,51.51025,0.0474,,376,490012897S
Jake Russell Walk,51.51035,0.04728,,376,490012897N
Jamaica Road / Abbey Street,51.49857,-0.06932,,"188, 381, 47, C10, N199, N381",490003034E
Jamaica Road / Abbey Street,51.49893,-0.0708,,"188, 381, 47, C10, N199, N381",490003034W
Jamaica Street,51.51678,-0.04912,,339,490008535W1
Jamaica Street,51.517,-0.04842,,339,490008535E
James Avenue,51.56327,0.1469,,"173, 499, 673",490008536T
James Avenue,51.56336,0.14643,,173,490011698V
James Lane,51.5781,0.00907,,"257, N55",490008538T
James Lane,51.57845,0.00724,,"257, N55",490008538S
James Watt Way,51.47864,0.18058,,"180, 428, 99, N89",490003500K
Janson Road,51.55084,0.00569,,"257, 69, N8",490008540S
Japan Road,51.57089,0.13117,,"173, 362, 62, 86, N86",490008541H
Jasmine Grove,51.41245,-0.06445,,"249, 432",490001007AE
Jasper Road,51.51178,0.04625,,376,490014716S
Jasper Road,51.51219,0.04458,,376,490014716W
Jebb Avenue / Brixton Prison,51.45108,-0.12214,,"109, 133, 159, 250, 333, 45, 59, N109, N133, N250",490008544N
Jebb Avenue / Brixton Prison,51.45221,-0.1212,,"109, 133, 159, 250, 333, 45, 59, N109, N133, N250",490008544S
Jeffreys Road,51.65234,-0.02879,,491,490004235S
Jeffreys Road,51.65351,-0.02877,,491,490004235N
Jenkins Lane,51.52556,0.0792,,366,490003754S
Jenkins Lane,51.52566,0.07902,,366,490003754N
Jenkins Lane,51.52692,0.0776,,173,490008545E2
Jeremys Green,51.61738,-0.05106,,192,490019480S
Jeremys Green,51.61769,-0.05118,,192,490008548NE
Jerrard Street,51.46616,-0.01645,,"225, 47",490008550E
Jersey Drive,51.38468,0.07728,,"208, N199",490008551N2
Jersey Drive,51.38526,0.07687,,"208, N199",490008551N1
Jersey Gardens,51.48315,-0.34375,,H28,490016396E
Jersey Gardens,51.48317,-0.34343,,H28,490016396W
Jersey Road,51.48716,-0.3414,,H28,490016398E
Jersey Road,51.4873,-0.3412,,H28,490016398W
Jersey Road,51.53732,0.19638,,"165, 365, 372",490008731S
Jessam Avenue,51.56716,-0.06077,,"253, 254, N253",490007176N
Jessam Avenue,51.56769,-0.06099,,"253, 254, N253",490006833S
Jessamine Road,51.50844,-0.33786,,"195, E8",490007760K
Jevington Way,51.43978,0.02657,,,49008353N1
Jewel Road,51.58835,-0.02059,,"215, 275, 34, 357, 675, 97, N26, N73",490008553N
Jewel Road,51.58849,-0.02032,,"215, 275, 34, 357, 675, 97, N26, N73",490004518S
Jewish Free School,51.58139,-0.28517,,"628, 653, 683, 688",490015769
John Betts School,51.49674,-0.23525,,"218, 306, N266",490008559S
John Betts School,51.49695,-0.23538,,"218, 306, N266",490008559N
John Jackson Library,51.64491,-0.06695,,192,490004652E
John Perrin Place,51.57728,-0.29218,,"204, 79",490008729W
John Perrin Place,51.57749,-0.29206,,"204, 79",490008729E
John Prince's Street / Oxford Circus,51.51544,-0.14293,,,490000173JA
John Prince's Street / Oxford Circus,51.51551,-0.14281,,N137,490000173JC
John Prince's Street / Oxford Circus,51.51593,-0.14316,,N137,490000173JB
John Roan School,51.47913,0.00979,,386,490008568W
John Roan School,51.47967,0.00955,,386,490008568E
John Ruskin College,51.34934,-0.04309,,64,490008570W
John Ruskin College,51.34966,-0.04306,,"359, 64",490008570E
John Ruskin Street,51.47957,-0.1064,,"185, 36, 436, N136",490008571E
John Ruskin Street,51.48004,-0.10772,,"185, 36, 436, N136",490008571W
John Silkin Lane,51.4887,-0.04458,,225,490008572N
John Silkin Lane,51.4896,-0.04471,,225,490008572S
John Wilson Street / Powis Street,51.49292,0.06116,,"161, 177, 180, 472, N1",490011159Y
Johnson Road,51.48136,-0.39731,,H28,490016381W
Johnson Road,51.48145,-0.39727,,H28,490016381E
Jolly's Green,51.51456,-0.01096,,309,490008575N
Jollys Lane,51.52489,-0.38915,,"696, E6",490008576S
Joseph Avenue,51.51753,-0.26289,,260,490007017G
Joydens Wood Road,51.426531,0.16704,,B12,2400A020860A
Joydens Wood Road,51.426723,0.167351,,B12,2400A020930A
Jubilee Gardens,51.50445,-0.11687,,,490020019N
Jubilee Primary School,51.45117,-0.11303,,"2, 415, 432, N2",490006080S
Jubilee Primary School,51.45133,-0.11324,,"2, 415, 432, N2",490004401N
Jubilee Road,51.54127,-0.32045,,297,490008583S
Jubilee Road,51.54128,-0.32008,,297,490008583W
Jubilee Way / King George's Field,51.37118,-0.28403,,K2,490018896W
Jubilee Way / King George's Field,51.37141,-0.28395,,K2,490018896E
Jude Street,51.51163,0.0125,,"147, 474, N551",490008589W
Julian's Primary School,51.42773,-0.11463,,"417, N137",490008590N
Julian's Primary School,51.42893,-0.11438,,"417, N137",490008590S
Julien Road,51.49754,-0.3132,,"E2, E3, N11",490008591N
Julien Road,51.49777,-0.31322,,"E2, E3, N11",490008591S
Junction Road,51.55829,-0.13918,,4,490008592D
Junction Road Edmonton,51.63106,-0.06126,,192,490008593W
Juniper Hall,51.261272,-0.321763,,465,40004408131B
Juniper Hall,51.261652,-0.321978,,465,40004408131A
Jutsums Lane,51.57432,0.15892,,"686, 86, N86",490008599W
Jutsums Lane,51.57458,0.16036,,"686, 86, N86",490008599E
Jutsums Lane / Crow Lane,51.5684,0.16133,,499,490008600X
Kantor Campus,51.59429,0.08719,,462,490000380Z
Karen Close,51.52718,0.18058,,365,490007001W
Katharine Street,51.37231,-0.098,,,490013142C8
Katherine Road,51.5317,0.04627,,"115, 147, 5, 58, N15",490008601E
Katherine Road,51.53799,0.04134,,"238, 376",490011050E
Katherine Road,51.53841,0.04294,,"238, 325, 376",490011050W
Katherine Road,51.54741,0.03517,,"25, 325, 425, 86, N25, N86",490008603W
Katherine Road,51.54777,0.03658,,"25, 325, 425, 86, N25, N86",490008603E
Kavanaghs Road,51.615263,0.285066,,498,150037001007
Kavanaghs Road,51.615422,0.285204,,"498, 608",150037001008
Kaywood Close,51.50271,-0.568143,,81,03700077
Kaywood Close,51.503112,-0.569399,,81,03700076
Keats Avenue,51.60097,0.20397,,499,490015788N1
Keble Close,51.55265,-0.35145,,487,490013398W
Keble Close,51.55283,-0.35163,,487,490013398E
Keedonwood Road,51.42453,0.00078,,336,490008605W
Keedonwood Road,51.42454,0.00122,,336,490008605E
Keevil Drive,51.44777,-0.21814,,"39, 493, 639",490008565N
Keevil Drive,51.4479,-0.21785,,"39, 493, 639",490008565S
Keir Hardie Recreation Ground,51.51242,0.01457,,"147, 474, N551",490008709S
Kelby Path,51.42964,0.0684,,162,490008608S
Kellaway Road,51.47072,0.04009,,386,490008609W
Kellaway Road,51.47098,0.04036,,386,490008609E
Kellerton Road,51.45467,-0.00021,,273,490018707N
Kellerton Road,51.45489,-0.00042,,273,490018707S
Kellett Road,51.46021,-0.11075,,322,490008611N
Kellett Road,51.46104,-0.11107,,322,490011879S
Kelmscott Gardens,51.50032,-0.23943,,"218, 306, N266",490012595S
Kelmscott Gardens,51.50034,-0.23982,,"218, 306, N266",490012595N
Kelvedon Close,51.42283,-0.29008,,371,490008613S
Kelvin Parade,51.37494,0.08198,,R7,490003238S
Kelvin Parade,51.37559,0.08207,,R7,490003238N
Kemnal Technology College,51.41131,0.11267,,"51, 638, B14, R11",490016701S
Kemnal Technology College,51.41148,0.11243,,,490016701N
Kemnal Technology College,51.41151,0.1124,,638,490002267ZZ
Kemp Road,51.56487,0.12988,,"368, 62",490009741S
Kempshott Road,51.41903,-0.12797,,"109, 250, 255, 50, G1, N109, N250",490008618N
Kempton Avenue,51.55138,-0.36691,,395,490008619Z
Kempton Avenue,51.55148,-0.36724,,395,490008619Y
Kempton Park Rail Station,51.420983,-0.409751,,"290, South Western Railway",910GKMPTNPK
Kempton Road,51.53474,0.053,,"101, 147, 238, 300, 304, 325, 376, 474",490013645L
Kemsing Road,51.48627,0.01631,,"129, 177, 286, 422, N1",490006356W
Kemsing Road,51.48639,0.01623,,"129, 177, 286, 422, N1",490006356E
Kendal Avenue,51.5265,-0.28041,,"487, 95",490005535W
Kenerne Drive,51.64482,-0.20808,,184,490008624W
Kenerne Drive,51.64526,-0.20726,,184,490008624E
Kenilworth Crescent,51.66482,-0.07488,,191,490008625S
Kenilworth Crescent,51.66529,-0.07443,,191,490008625N
Kenilworth Drive,51.654298,-0.25436,,107,210021004560
Kenilworth Drive,51.65464,-0.25439,,107,210021002220
Kenilworth Gardens,51.53008,-0.37243,,120,490008628S
Kenilworth Gardens,51.53029,-0.37258,,120,490008628N
Kenilworth House,51.654249,-0.260781,,292,210021004440
Kenilworth House,51.654583,-0.260884,,292,210021002360
Kenilworth Road,51.440717,-0.482736,,"203, 216",40004402018B
Kenilworth Road,51.440969,-0.482699,,"203, 216",40004402018A
Kenilworth Road,51.62233,-0.26587,,"113, 186, 606, N113",490008196E
Kenley,51.32471,-0.10101,,,4900KNLY2
Kenley,51.32521,-0.10071,,,4900KNLY1
Kenley Rail Station,51.324777,-0.100925,,"407, 434, Southern",910GKNLY
Kenley Road,51.40381,-0.19148,,"470, 93, N155",490010020D
Kenley Road,51.40557,-0.19991,,K5,490009833S
Kenley Road,51.40642,-0.19907,,K5,490009833E
Kenley Road,51.4105,-0.27798,,213,490008632E
Kenley Road,51.41074,-0.27858,,213,490008632W
Kenley Road / Mostyn Road,51.40744,-0.20434,,K5,490008687W
