id,naptanId,commonName,lat,lon,modes,lines
400G4402027B,400G4402027B,Lower Hampton Road,51.410334,-0.394419,bus,216
490023117N,490023117N,Lower Kenwood Avenue,51.64603,-0.12231,bus,377
490023117S,490023117S,Lower Kenwood Avenue,51.64532,-0.12273,bus,377
490G00023117,490G00023117,Lower Kenwood Avenue,51.64532,-0.12273,bus,377
490016465W,490016465W,Lower Mardyke Avenue,51.52614,0.16547,bus,"287, 174"
490G00019964,490G00019964,Lower Mardyke Avenue,51.52614,0.16547,bus,"287, 174"
490009420E,490009420E,Lower Marsh,51.50014,-0.11468,bus,"453, 53, 76, 159, 148, 12, 3, N155, N3, N53, N109"
490009420W,490009420W,Lower Marsh,51.4994,-0.11377,bus,"N155, N109, 12, 148, 159, 53, 453, N53"
490015221S,490015221S,Lower Marsh,51.50074,-0.11068,bus,59
490G00009420,490G00009420,Lower Marsh,51.4994,-0.11377,bus,"N53, N155, N3, 3, 148, 12, 159, 76, 453, 53, N109"
490G00015221,490G00015221,Lower Marsh,51.50074,-0.11068,bus,59
490009333W,490009333W,Lower Marsh Lane,51.40147,-0.29555,bus,K1
490009421N,490009421N,Lower Marsh Lane,51.40211,-0.29476,bus,"K4, K1"
490G00009421,490G00009421,Lower Marsh Lane,51.40065,-0.29507,bus,"K4, K1"
490009423W,490009423W,Lower Merton Rise,51.54277,-0.16879,bus,"N31, N28, 31, C11"
490G00009423,490G00009423,Lower Merton Rise,51.54277,-0.16879,bus,"N28, N31, 31, C11"
490009426N,490009426N,Lower Morden Lane,51.38698,-0.21008,bus,"80, 93"
490G00009426,490G00009426,Lower Morden Lane,51.38698,-0.21008,bus,"93, 80"
490016459N,490016459N,Lower Morden Lane / Morden Cemetery,51.39045,-0.22604,bus,293
490016459S,490016459S,Lower Morden Lane / Morden Cemetery,51.39018,-0.2263,bus,293
490G00016459,490G00016459,Lower Morden Lane / Morden Cemetery,51.39045,-0.22604,bus,293
490009427E,490009427E,Lower Park Road,51.61238,-0.13935,bus,"232, 221, N91"
490009427N,490009427N,Lower Park Road,51.61194,-0.13965,bus,"232, N91, 221"
490G00009427,490G00009427,Lower Park Road,51.61238,-0.13935,bus,"221, 232, N91"
490009428N,490009428N,Lower Road,51.38405,0.10915,bus,"B14, R6, R3"
490009428S,490009428S,Lower Road,51.38429,0.10957,bus,"R3, R6, B14"
490015354S,490015354S,Lower Road,51.36577,-0.18614,bus,S2
490020247E,490020247E,Lower Road,51.3658,-0.18483,bus,S3
490G00009428,490G00009428,Lower Road,51.38429,0.10957,bus,"B14, R3, R6"
490G00020247,490G00020247,Lower Road,51.3658,-0.18483,bus,"S3, S2"
490003880A,490003880A,Lower Road / Belvedere Station,51.49061,0.15229,bus,"469, 401, 602, 601, 669, 229"
490003880B,490003880B,Lower Road / Belvedere Station,51.49056,0.15341,bus,"229, 669, 469, 601, 602, 401"
490G00003880,490G00003880,Lower Road / Belvedere Station,51.49061,0.15229,bus,"401, 469, 601, 602, 669, 229"
490005279E,490005279E,Lower Road / Church Manorway,51.48794,0.16943,bus,"180, 229, 602, 469, 669"
490005279W,490005279W,Lower Road / Church Manorway,51.48805,0.16882,bus,"469, 180, 229, 602, 669"
490G00005279,490G00005279,Lower Road / Church Manorway,51.48794,0.16943,bus,"229, 669, 180, 602, 469"
490000229S,490000229S,Lower Road / Surrey Quays Station,51.49233,-0.04557,bus,"N199, N1, 47, 199, 188"
490G00011487,490G00011487,Lower Road / Surrey Quays Station,51.49233,-0.04557,bus,"188, N199, 47, 199, N1"
490001185N,490001185N,Lower Sydenham Station,51.4257,-0.03257,bus,352
490001185S,490001185S,Lower Sydenham Station,51.4248,-0.03192,bus,352
490009430J,490009430J,Lower Teddington Road,51.4126,-0.31106,bus,"281, 285"
490009430K,490009430K,Lower Teddington Road,51.41209,-0.31075,bus,"285, 281"
490G00009430,490G00009430,Lower Teddington Road,51.4126,-0.31106,bus,"281, 285"
490008420N,490008420N,Lowshoe Lane,51.5972,0.16392,bus,"294, 375, 365, 247, 175"
490G000141,490G000141,Lowshoe Lane,51.5972,0.16392,bus,"175, 375, 294, 365, 247"
490015355N,490015355N,Lowther Road,51.54943,-0.11158,bus,153
490G00009226,490G00009226,Lowther Road,51.54943,-0.11158,bus,153
490009436N,490009436N,Loxford Lane,51.55115,0.09247,bus,"145, 366"
490009436S,490009436S,Loxford Lane,51.55044,0.09281,bus,145
490G00009436,490G00009436,Loxford Lane,51.55044,0.09281,bus,"145, 366"
490010310N,490010310N,Loxford Polyclinic,51.54676,0.07645,bus,"EL1, 169"
490011652S,490011652S,Loxford Polyclinic,51.54544,0.07705,bus,"EL1, 366, 169"
490G00010310,490G00010310,Loxford Polyclinic,51.54544,0.07705,bus,"169, 366, EL1"
490008449E,490008449E,Loxford School of Science and Technology,51.55051,0.09038,bus,366
490008449W,490008449W,Loxford School of Science and Technology,51.55048,0.09153,bus,366
490G00008449,490G00008449,Loxford School of Science and Technology,51.55051,0.09038,bus,366
490009437E,490009437E,Loxford Youth Centre,51.54972,0.08635,bus,366
490009437W,490009437W,Loxford Youth Centre,51.54987,0.0873,bus,366
490G00009437,490G00009437,Loxford Youth Centre,51.54972,0.08635,bus,366
490009440E,490009440E,Lucas Avenue,51.53758,0.03023,bus,"104, 238"
490G00009440,490G00009440,Lucas Avenue,51.53758,0.03023,bus,"238, 104"
490009441E,490009441E,Lucas Street,51.47044,-0.02889,bus,"321, 136, 21, 436, N21, N136"
490009441W,490009441W,Lucas Street,51.4707,-0.02942,bus,"N136, N21, 436, 136, 321, 21"
490G00009441,490G00009441,Lucas Street,51.4707,-0.02942,bus,"136, 321, 436, 21, N136, N21"
490012105HA,490012105HA,Ludgate Circus,51.51423,-0.10591,bus,"76, 550, 341, 26, 15, N89, N199, N21, N26, N551, N15"
490G00019205,490G00019205,Ludgate Circus,51.51423,-0.10591,bus,"N199, N551, N21, N26, N15, N89, 26, 15, 341, 550, 76"
490009443G,490009443G,Ludgate Hill / Old Bailey,51.51395,-0.10189,bus,"26, 15, 17, 76, N21, N199, 550, N26, N551, N15"
490G00009443,490G00009443,Ludgate Hill / Old Bailey,51.51395,-0.10189,bus,"N15, N551, N21, N199, N26, 76, 550, 17, 15, 26"
490009444N,490009444N,Ludlow Road,51.43559,-0.41972,bus,"635, 235"
490009444S,490009444S,Ludlow Road,51.4354,-0.41941,bus,"235, 635"
490G00009444,490G00009444,Ludlow Road,51.43559,-0.41972,bus,"635, 235"
490000849Z,490000849Z,Ludlow Way,51.5894,-0.18016,bus,H3
490G000183,490G000183,Ludlow Way,51.5894,-0.18016,bus,H3
490000360Z,490000360Z,Ludovik Walk,51.46507,-0.25298,bus,969
490G000011,490G000011,Ludovik Walk,51.46507,-0.25298,bus,969
490009446W,490009446W,Ludwick Mews,51.47832,-0.03766,bus,225
490G00009446,490G00009446,Ludwick Mews,51.47832,-0.03766,bus,225
490018759S,490018759S,Lullingstone Crescent,51.41173,0.10357,bus,R1
490G00018759,490G00018759,Lullingstone Crescent,51.41173,0.10357,bus,R1
490009449E,490009449E,Lullington Road,51.53927,0.13314,bus,145
490009449W,490009449W,Lullington Road,51.53929,0.1345,bus,145
490G00009449,490G00009449,Lullington Road,51.53927,0.13314,bus,145
490021307W,490021307W,Lumina Way,51.6448,-0.05983,bus,377
490023107E,490023107E,Lumina Way,51.64489,-0.05936,bus,377
490G00023107,490G00023107,Lumina Way,51.6448,-0.05983,bus,377
490009451N,490009451N,Lumley Road,51.36121,-0.21838,bus,"151, 213, 627, 613"
490009451P,490009451P,Lumley Road,51.36163,-0.21863,bus,"613, 627, 213, 151"
490G00009451,490G00009451,Lumley Road,51.36121,-0.21838,bus,"151, 213, 627, 613"
490009452W3,490009452W3,Lunar House,51.37778,-0.09931,bus,"198, 194, 50, N68"
490G00009452,490G00009452,Lunar House,51.37778,-0.09931,bus,"N68, 50, 194, 198"
490009455E,490009455E,Lutwyche Road,51.43803,-0.03714,bus,75
490G00009455,490G00009455,Lutwyche Road,51.43803,-0.03714,bus,75
490009457N,490009457N,Luxted Road,51.32837,0.05382,bus,R8
490020280S,490020280S,Luxted Road,51.32412,0.05516,bus,R8
490G00020280,490G00020280,Luxted Road,51.32837,0.05382,bus,R8
490000796Y,490000796Y,Luxted Village,51.32397,0.05507,bus,R8
490000796Z,490000796Z,Luxted Village,51.32199,0.05817,bus,R8
490G000148,490G000148,Luxted Village,51.32397,0.05507,bus,R8
490004301E,490004301E,Lycee International / Kings Drive,51.56555,-0.27388,bus,"297, 206, 182, 83, N83, 245"
490004331S,490004331S,Lycee International / Kings Drive,51.56532,-0.2757,bus,"182, 206, 245, N83, 83, 297"
490G00004301,490G00004301,Lycee International / Kings Drive,51.56555,-0.27388,bus,"83, 182, N83, 297, 245, 206"
490004301N,490004301N,Lycee International De Londres,51.56599,-0.27484,bus,
490G00004304,490G00004304,Lycee International De Londres,51.56599,-0.27484,bus,
490009460N,490009460N,Lyham Road,51.45787,-0.12906,bus,"N137, 417, 137, 355"
490009460S,490009460S,Lyham Road,51.4576,-0.12894,bus,"355, 417, N137, 137"
490G00009460,490G00009460,Lyham Road,51.45787,-0.12906,bus,"137, 417, 355, N137"
490008010N,490008010N,Lyncroft Gardens,51.4634,-0.35648,bus,H20
490008010S,490008010S,Lyncroft Gardens,51.46349,-0.3561,bus,H20
490012961N,490012961N,Lyncroft Gardens,51.55479,-0.19231,bus,"N113, 13, 113"
490012961S,490012961S,Lyncroft Gardens,51.55468,-0.19185,bus,"113, 13, N113"
490G00008010,490G00008010,Lyncroft Gardens,51.4634,-0.35648,bus,H20
490G00012961,490G00012961,Lyncroft Gardens,51.55468,-0.19185,bus,"N113, 13, 113"
490009462W2,490009462W2,Lyndale,51.55937,-0.19807,bus,"N113, 113"
490G00009471,490G00009471,Lyndale,51.55937,-0.19807,bus,"113, N113"
490009462S,490009462S,Lyndale Avenue,51.55976,-0.19862,bus,"113, N113"
490009463E,490009463E,Lyndale Avenue,51.56225,-0.20153,bus,"245, 260, 460"
490009463W,490009463W,Lyndale Avenue,51.56192,-0.2021,bus,"460, 245, 260"
490015362N,490015362N,Lyndale Avenue,51.56034,-0.19711,bus,"13, 139, 328"
490015362S,490015362S,Lyndale Avenue,51.56006,-0.19695,bus,"328, 139, 13"
490G00009462,490G00009462,Lyndale Avenue,51.56034,-0.19711,bus,"13, 139, 328, 113, N113"
490G00009463,490G00009463,Lyndale Avenue,51.56225,-0.20153,bus,"245, 260, 460"
490009464N,490009464N,Lyndhurst Avenue,51.60346,-0.39749,bus,H13
490009465E,490009465E,Lyndhurst Avenue,51.51049,-0.36139,bus,"N207, 195, 207"
490009465W,490009465W,Lyndhurst Avenue,51.51039,-0.36221,bus,"207, 195, N207"
490009466E,490009466E,Lyndhurst Avenue,51.61084,-0.24917,bus,"302, 642, 628"
490009466W,490009466W,Lyndhurst Avenue,51.61062,-0.24936,bus,"186, 642, 302, 251, 114"
490G00009464,490G00009464,Lyndhurst Avenue,51.60346,-0.39749,bus,H13
490G00009465,490G00009465,Lyndhurst Avenue,51.51049,-0.36139,bus,"N207, 195, 207"
490G00009466,490G00009466,Lyndhurst Avenue,51.61084,-0.24917,bus,"302, 628, 251, 186, 642, 114"
490009467S,490009467S,Lyndhurst Drive,51.38799,-0.25302,bus,"213, 613"
490012310N,490012310N,Lyndhurst Drive,51.38716,-0.25384,bus,"213, 613"
490G00009467,490G00009467,Lyndhurst Drive,51.38716,-0.25384,bus,"613, 213"
490009470N,490009470N,Lyndhurst Road,51.46363,0.15453,bus,"N89, 602, 669, 89, 229"
490009470S,490009470S,Lyndhurst Road,51.46333,0.1544,bus,"229, 89, 669, 602, N89"
490G00009470,490G00009470,Lyndhurst Road,51.46363,0.15453,bus,"229, 602, 89, 669, N89"
490009471N,490009471N,Lyndhurst Road / Akenside Road,51.55257,-0.17604,bus,"603, 46"
490012408S,490012408S,Lyndhurst Road / Akenside Road,51.55294,-0.17585,bus,"46, 603"
490G00012408,490G00012408,Lyndhurst Road / Akenside Road,51.55257,-0.17604,bus,"46, 603"
490009472N,490009472N,Lyndhurst Road / Nutfield Road,51.3191,-0.16115,bus,"463, 633"
490009472S,490009472S,Lyndhurst Road / Nutfield Road,51.3191,-0.16098,bus,463
490G00009472,490G00009472,Lyndhurst Road / Nutfield Road,51.3191,-0.16115,bus,"463, 633"
490015769H,490015769H,Lyndsey Park,51.58221,-0.28536,bus,"688, 79, 628, 653, 683"
490015769S,490015769S,Lyndsey Park,51.58251,-0.2847,bus,"653, 79, 688, 683"
490G00015769,490G00015769,Lyndsey Park,51.58251,-0.2847,bus,"688, 683, 79, 653, 628"
490009474SE,490009474SE,Lynette Avenue,51.45443,-0.14593,bus,"50, 690, 249, 155, N155"
490009474SF,490009474SF,Lynette Avenue,51.45469,-0.14589,bus,"N155, 155, 249, 690, 50"
490G00009474,490G00009474,Lynette Avenue,51.45469,-0.14589,bus,"50, 690, 249, N155, 155"
490009475W,490009475W,Lynford Gardens,51.56191,0.10396,bus,"679, 128, 150"
490G00009475,490G00009475,Lynford Gardens,51.56191,0.10396,bus,"128, 150, 679"
490009477N,490009477N,Lynmouth Road,51.5683,-0.07303,bus,"149, 243, 67, 76, 476, N73"
490009477S,490009477S,Lynmouth Road,51.56776,-0.07294,bus,"N73, 476, 76, 67, 243, 149"
490G00009477,490G00009477,Lynmouth Road,51.56776,-0.07294,bus,"149, 243, 76, 67, 476, N73"
490009479N,490009479N,Lynscott Way,51.34746,-0.1104,bus,"166, 645, 405"
490009479S,490009479S,Lynscott Way,51.34783,-0.10936,bus,"405, 166, 645"
490G00009479,490G00009479,Lynscott Way,51.34746,-0.1104,bus,"166, 645, 405"
490003580N,490003580N,Lynton Close,51.46363,-0.33165,bus,"481, 618, 267, H20, H22"
490003580S,490003580S,Lynton Close,51.46292,-0.33169,bus,"H22, H20, 267, 618, 481"
490G00003580,490G00003580,Lynton Close,51.46363,-0.33165,bus,"481, 618, 267, H22, H20"
490009480N,490009480N,Lynton Road,51.49172,-0.07512,bus,78
490009480S,490009480S,Lynton Road,51.49082,-0.07565,bus,78
490009481N,490009481N,Lynton Road,51.51478,-0.2825,bus,218
490009481S,490009481S,Lynton Road,51.51403,-0.28228,bus,218
490009482N,490009482N,Lynton Road,51.4902,-0.05978,bus,"1, N1, 381"
490009482S,490009482S,Lynton Road,51.49057,-0.0599,bus,"381, 1, N1"
490G00009480,490G00009480,Lynton Road,51.49082,-0.07565,bus,78
490G00009481,490G00009481,Lynton Road,51.51478,-0.2825,bus,218
490G00009482,490G00009482,Lynton Road,51.4902,-0.05978,bus,"N1, 381, 1"
490000925Y,490000925Y,Lynwood Avenue,51.32318,-0.15016,bus,463
490000925Z,490000925Z,Lynwood Avenue,51.32303,-0.14949,bus,"463, 633"
490G000242,490G000242,Lynwood Avenue,51.32318,-0.15016,bus,"633, 463"
490009484N,490009484N,Lynwood Road,51.43347,-0.16326,bus,"155, 219, 355, N155"
490009484S,490009484S,Lynwood Road,51.43287,-0.16355,bus,"N155, 355, 219, 155"
490009485Q,490009485Q,Lynwood Road,51.53094,-0.3016,bus,95
490009485R,490009485R,Lynwood Road,51.53116,-0.30097,bus,95
490G00009484,490G00009484,Lynwood Road,51.43347,-0.16326,bus,"219, 155, 355, N155"
490G00009485,490G00009485,Lynwood Road,51.53116,-0.30097,bus,95
490009488N,490009488N,Lyon Park Avenue,51.54865,-0.2978,bus,"79, 83, 483, 297, N83"
490009488S,490009488S,Lyon Park Avenue,51.54916,-0.29775,bus,"N83, 297, 483, 83, 79"
490G00009488,490G00009488,Lyon Park Avenue,51.54865,-0.2978,bus,"79, 83, 483, 297, N83"
490009975W,490009975W,Lyonsdown Avenue,51.64344,-0.17651,bus,"626, 326"
490G00019965,490G00019965,Lyonsdown Avenue,51.64344,-0.17651,bus,"326, 626"
490009489N,490009489N,Lyonsdown Road,51.64189,-0.1816,bus,"634, 34, 234, 263, N20"
490009489S,490009489S,Lyonsdown Road,51.64089,-0.18058,bus,"N20, 263, 234, 326, 34, 634, 626"
490G00009489,490G00009489,Lyonsdown Road,51.64089,-0.18058,bus,"626, 634, 326, 34, 234, N20, 263"
490019463W,490019463W,Lyttleton Playing Fields,51.58515,-0.18116,bus,H2
490G00019463,490G00019463,Lyttleton Playing Fields,51.58515,-0.18116,bus,H2
490000829Z,490000829Z,Lyttleton Road,51.58323,-0.16827,bus,H3
490G000163,490G000163,Lyttleton Road,51.58323,-0.16827,bus,H3
490009492N,490009492N,Lytton Estate,51.49334,-0.20893,bus,"306, 28, N28"
490009492S,490009492S,Lytton Estate,51.49267,-0.20772,bus,"28, 306, N28"
490G00009492,490G00009492,Lytton Estate,51.49267,-0.20772,bus,"28, 306, N28"
490009493N,490009493N,Lytton Grove,51.45329,-0.21271,bus,"170, 670"
490009494S,490009494S,Lytton Grove,51.45598,-0.21919,bus,"85, 93, 37, 39, 14"
490012340N,490012340N,Lytton Grove,51.45728,-0.21875,bus,"14, 85, 37, 39, 424, 93"
490G00009493,490G00009493,Lytton Grove,51.45329,-0.21271,bus,"670, 170"
490G00009494,490G00009494,Lytton Grove,51.45598,-0.21919,bus,"14, 39, 93, 37, 85, 424"
490014497E,490014497E,Macduff Road,51.47498,-0.1529,bus,"344, 44, N44"
490G00014497,490G00014497,Macduff Road,51.47498,-0.1529,bus,"N44, 44, 344"
490009502HP,490009502HP,Maclean Road,51.45103,-0.03982,bus,"122, 171, 172, N171, P4"
490009502NH,490009502NH,Maclean Road,51.45057,-0.04047,bus,"P4, N171, 171, 172, 122"
490G00009502,490G00009502,Maclean Road,51.45103,-0.03982,bus,"171, 122, N171, 172, P4"
490011687D,490011687D,Macmillan Students Village,51.48099,-0.02148,bus,"188, 199, N1, N199"
490011687H,490011687H,Macmillan Students Village,51.4808,-0.02205,bus,"N199, N1, 199, 188"
490G00011687,490G00011687,Macmillan Students Village,51.48099,-0.02148,bus,"188, 199, N1, N199"
490013550E,490013550E,Maconochies Road,51.48821,-0.0184,bus,"550, 277, D7, N277"
490G00013564,490G00013564,Maconochies Road,51.48821,-0.0184,bus,"N277, D7, 550, 277"
490009505N,490009505N,Maddison Close,51.42242,-0.33492,bus,481
490009505S,490009505S,Maddison Close,51.42217,-0.33442,bus,481
490G00009505,490G00009505,Maddison Close,51.42242,-0.33492,bus,481
490009507E,490009507E,Madeira Road,51.40048,-0.16006,bus,264
490013602W,490013602W,Madeira Road,51.40145,-0.16048,bus,"355, 264, 270"
490G00009507,490G00009507,Madeira Road,51.40048,-0.16006,bus,"264, 270, 355"
490007226W,490007226W,Madeira Road / Streatham,51.42798,-0.12656,bus,
490007226Z,490007226Z,Madeira Road / Streatham,51.42774,-0.1236,bus,315
490G00007226,490G00007226,Madeira Road / Streatham,51.42798,-0.12656,bus,315
400G4410805B,400G4410805B,Maesmaur Road,51.291023,0.029045,bus,464
490011872E,490011872E,Magdala Avenue / Dartmouth Park Hill,51.56558,-0.1402,bus,"4, C11"
490011872W,490011872W,Magdala Avenue / Dartmouth Park Hill,51.56541,-0.14067,bus,"C11, 4"
490G00011872,490G00011872,Magdala Avenue / Dartmouth Park Hill,51.56558,-0.1402,bus,"C11, 4"
490002391MB,490002391MB,Magellan Boulevard,51.50706,0.07566,bus,129
490G00092391,490G00092391,Magellan Boulevard,51.50706,0.07566,bus,129
490009512E,490009512E,Magnolia Court,51.57822,-0.28933,bus,79
490009512W,490009512W,Magnolia Court,51.57824,-0.28845,bus,79
490G00009512,490G00009512,Magnolia Court,51.57822,-0.28933,bus,79
490014790E,490014790E,Magnolia Street,51.49761,-0.47687,bus,U3
490014790W2,490014790W2,Magnolia Street,51.49727,-0.47599,bus,U3
490G00014790,490G00014790,Magnolia Street,51.49727,-0.47599,bus,U3
490009513E,490009513E,Magpie Close,51.5482,0.01635,bus,308
490G00009513,490G00009513,Magpie Close,51.5482,0.01635,bus,308
490005489S,490005489S,Maida Avenue,51.63324,-0.01343,bus,"215, 385"
490014175N,490014175N,Maida Avenue,51.63398,-0.01336,bus,"215, 385"
490G00014175,490G00014175,Maida Avenue,51.63398,-0.01336,bus,"385, 215"
490091524N,490091524N,Maida Vale,51.52787,-0.18086,bus,"187, 46"
490G00019975,490G00019975,Maida Vale,51.52787,-0.18086,bus,"187, 46"
2400A019720A,2400A019720A,Maiden Lane,51.448562,0.191298,bus,"428, 96"
2400A019740A,2400A019740A,Maiden Lane,51.448635,0.191719,bus,"96, 428"
490007819Y,490007819Y,Main Avenue,51.64511,-0.06511,bus,192
490007819Z,490007819Z,Main Avenue,51.64497,-0.06613,bus,192
490G00007819,490G00007819,Main Avenue,51.64497,-0.06613,bus,192
2400102383,2400102383,Main Road,51.305607,0.096029,bus,R10
490020257E,490020257E,Main Road,51.40085,0.11694,bus,R4
490020257S,490020257S,Main Road,51.40064,0.11642,bus,R4
490G00020257,490G00020257,Main Road,51.40064,0.11642,bus,R4
490003341W,490003341W,Main Road / Aperfield Road,51.30737,0.04289,bus,"R8, 246"
490G00018980,490G00018980,Main Road / Aperfield Road,51.30737,0.04289,bus,"246, R8"
490011874N,490011874N,Main Road / Saltbox Hill,51.32536,0.02347,bus,"684, 664, 464, 246, 320, R2"
490011874S,490011874S,Main Road / Saltbox Hill,51.32537,0.02384,bus,"R2, 320, 246, 464, 684, 664"
490G00011874,490G00011874,Main Road / Saltbox Hill,51.32537,0.02384,bus,"684, 464, 664, 320, 246, R2"
490012140P,490012140P,Main Road / Station Road,51.42654,0.10011,bus,321
490G00019823,490G00019823,Main Road / Station Road,51.42654,0.10011,bus,321
490013017N,490013017N,Main Road / Sunningvale Avenue,51.32213,0.02725,bus,"R2, 246, 320, 664, 684, 464"
490013017S,490013017S,Main Road / Sunningvale Avenue,51.32204,0.02773,bus,"464, 684, 664, 320, 246, R2"
490G00013017,490G00013017,Main Road / Sunningvale Avenue,51.32204,0.02773,bus,"246, R2, 320, 664, 464, 684"
490009318W,490009318W,Main Road Sidcup,51.43032,0.08658,bus,233
490G000096,490G000096,Main Road Sidcup,51.43032,0.08658,bus,233
490009515N,490009515N,Mainridge Road,51.42629,0.06422,bus,"162, 160"
490G00009515,490G00009515,Mainridge Road,51.42629,0.06422,bus,"160, 162"
490009520E,490009520E,Malden Avenue,51.55312,-0.34256,bus,487
490009520W,490009520W,Malden Avenue,51.55279,-0.34374,bus,487
490G00009520,490G00009520,Malden Avenue,51.55279,-0.34374,bus,487
490009521E,490009521E,Malden Green Avenue,51.38329,-0.24954,bus,"613, 213"
490009521N,490009521N,Malden Green Avenue,51.38364,-0.25016,bus,"213, 613"
490G00009521,490G00009521,Malden Green Avenue,51.38329,-0.24954,bus,"213, 613"
490003162N,490003162N,Malden Manor / Richard Challoner School,51.38537,-0.26362,bus,K1
490G00003162,490G00003162,Malden Manor / Richard Challoner School,51.38537,-0.26362,bus,K1
490001188E,490001188E,Malden Manor Station,51.38526,-0.26285,bus,K1
490001188MY,490001188MY,Malden Manor Station,51.38449,-0.26194,bus,S3
490001188MZ,490001188MZ,Malden Manor Station,51.38471,-0.26258,bus,S3
490001188S1,490001188S1,Malden Manor Station,51.38499,-0.2626,bus,K1
490012765E,490012765E,Malden Road,51.54594,-0.15205,bus,393
490012765N,490012765N,Malden Road,51.54653,-0.15129,bus,"46, 24"
490012765W,490012765W,Malden Road,51.54584,-0.15182,bus,393
490G00012765,490G00012765,Malden Road,51.54594,-0.15205,bus,"24, 393, 46"
490009524R,490009524R,Malden Road / Priory Road,51.36568,-0.22307,bus,"613, 627, 213, 151"
490009524S,490009524S,Malden Road / Priory Road,51.36644,-0.22416,bus,"151, 627, 613, 93, 213"
490G00009524,490G00009524,Malden Road / Priory Road,51.36644,-0.22416,bus,"627, 613, 93, 213, 151"
490013552N,490013552N,Malden Rushett / Shy Horse,51.33778,-0.32013,bus,465
490013552S,490013552S,Malden Rushett / Shy Horse,51.33718,-0.32028,bus,465
490G00013552,490G00013552,Malden Rushett / Shy Horse,51.33718,-0.32028,bus,465
40004408959A,40004408959A,Malden Rushett / the Star,51.326194,-0.327733,bus,465
40004408959B,40004408959B,Malden Rushett / the Star,51.325734,-0.327678,bus,465
490009523NGS,490009523NGS,Malden Way / Malden Road,51.39446,-0.2554,bus,"613, 662, 265, 665"
490009523S,490009523S,Malden Way / Malden Road,51.3941,-0.25534,bus,"665, 265, 613, 662"
490G00009523,490G00009523,Malden Way / Malden Road,51.3941,-0.25534,bus,"613, 265, 665, 662"
490009527ST,490009527ST,Mallard Place,51.43685,-0.33095,bus,R68
490009527SV,490009527SV,Mallard Place,51.43662,-0.33061,bus,R68
490G00009527,490G00009527,Mallard Place,51.43685,-0.33095,bus,R68
490000910Z,490000910Z,Mallards Road / River Road,51.51865,0.11109,bus,"EL3, EL1"
490G000227,490G000227,Mallards Road / River Road,51.51865,0.11109,bus,"EL1, EL3"
490009528W,490009528W,Malmesbury Road,51.38926,-0.18619,bus,80
490010112E,490010112E,Malmesbury Road,51.38938,-0.18527,bus,80
490G00009528,490G00009528,Malmesbury Road,51.38926,-0.18619,bus,80
490010627N,490010627N,Malmesbury Terrace,51.5183,0.01052,bus,276
490010627S,490010627S,Malmesbury Terrace,51.51801,0.01069,bus,276
490G00010627,490G00010627,Malmesbury Terrace,51.51801,0.01069,bus,276
490009529N,490009529N,Malpas Drive,51.58635,-0.38707,bus,H13
490009529W,490009529W,Malpas Drive,51.58645,-0.38651,bus,H13
490G00009529,490G00009529,Malpas Drive,51.58635,-0.38707,bus,H13
490009530N,490009530N,Malpas Road,51.47174,-0.03075,bus,"N136, N21, 436, 321, 21, 136"
490009530S,490009530S,Malpas Road,51.47162,-0.03038,bus,"136, 21, 321, 436, N21, N136"
490G00009530,490G00009530,Malpas Road,51.47162,-0.03038,bus,"N21, N136, 321, 436, 21, 136"
490009531E,490009531E,Malt Street,51.48539,-0.06963,bus,"N21, N53, 453, 53, 78, 21, 172"
490009531W,490009531W,Malt Street,51.48542,-0.07023,bus,"172, 21, 78, 53, 453, N53, N21"
490G00009531,490G00009531,Malt Street,51.48539,-0.06963,bus,"N21, N53, 453, 53, 21, 78, 172"
490018248E,490018248E,Maltby Street,51.49798,-0.07452,bus,C10
490018248W,490018248W,Maltby Street,51.49782,-0.07503,bus,C10
490G00018248,490G00018248,Maltby Street,51.49782,-0.07503,bus,C10
490009532N,490009532N,Malvern Avenue,51.56497,-0.37516,bus,H10
490009532S,490009532S,Malvern Avenue,51.56567,-0.37546,bus,H9
490009533S,490009533S,Malvern Avenue,51.56291,-0.38246,bus,282
490G00009532,490G00009532,Malvern Avenue,51.56497,-0.37516,bus,"H9, H10"
490G00009533,490G00009533,Malvern Avenue,51.56291,-0.38246,bus,282
490004872W,490004872W,Malvern Road,51.67122,-0.03238,bus,121
490005633E,490005633E,Malvern Road,51.3797,-0.29962,bus,K1
490009534W,490009534W,Malvern Road,51.37948,-0.30016,bus,K1
490009535W,490009535W,Malvern Road,51.361,0.1068,bus,R1
490015895E,490015895E,Malvern Road,51.36105,0.10629,bus,R1
490G00004872,490G00004872,Malvern Road,51.67122,-0.03238,bus,121
490G00005633,490G00005633,Malvern Road,51.3797,-0.29962,bus,K1
490G00009535,490G00009535,Malvern Road,51.361,0.1068,bus,R1
490009536S,490009536S,Manbey Grove,51.54497,0.00457,bus,"N8, 257, 69, 678"
490G00009536,490G00009536,Manbey Grove,51.54497,0.00457,bus,"678, 257, 69, N8"
490009537E,490009537E,Mandela Close,51.51107,-0.22997,bus,"228, 283"
490G00009537,490G00009537,Mandela Close,51.51107,-0.22997,bus,"283, 228"
490009895N,490009895N,Mandeville Community Primary School,51.55773,-0.03971,bus,"242, N242"
490G00009895,490G00009895,Mandeville Community Primary School,51.55773,-0.03971,bus,"N242, 242"
490008308N,490008308N,Mandeville Road,51.67756,-0.03478,bus,"327, 279, N279"
