station_name,latitude,longitude,mode,lines,station_id
Latymer Court,51.49336,-0.21862,bus,"27, 306, 9, N27, N9",490008990J
Latymer Upper School / Playing Fields,51.51666,-0.22888,bus,"272, 283, 7, 70, 72, N7, N72",490014869W
Latymer Upper School / Playing Fields,51.51686,-0.22813,bus,"272, 283, 7, 70, 72, N7, N72",490014869E
Launcelot Road,51.42743,0.02116,bus,"126, 261, 638",490008993S
Launcelot Road,51.4282,0.02123,bus,"126, 261, 638",490008993N
Laundry Cottages,51.50704,0.21272,bus,372,490007671W
Laurel Avenue,51.697954,-0.198329,bus,699,210021000580
Laurel Bank Road,51.66246,-0.08654,bus,191,490009006S
Laurel Crescent,51.36774,-0.03071,bus,198,490008995S
Laurel Lane Primary School,51.49767,-0.47268,bus,U3,490011738S
Laurel Lane Primary School,51.49808,-0.47301,bus,U3,490011738N
Laurel Park,51.60686,-0.32937,bus,"H18, H19",490008998S
Laurel Park,51.6073,-0.32984,bus,H19,490008998N
Laurel Way,51.62355,-0.187,bus,326,490002257Z
Laurel Way,51.62458,-0.18644,bus,326,490002257Y
Lauriston Road,51.5378,-0.04626,bus,388,490016422W
Lavender Avenue,51.41032,-0.17236,bus,"152, 655",490009003W
Lavender Avenue,51.41082,-0.17301,bus,"152, 655",490009003E
Lavender Avenue,51.57205,-0.2624,bus,"302, 83, N83, N98",490009002S
Lavender Avenue,51.57226,-0.26254,bus,"302, 83, N83, N98",490009002N
Lavender Close,51.38803,0.04197,bus,336,490009004N
Lavender Hill,51.6635,-0.08658,bus,191,490009006N
Lavender Hill Police Station,51.46421,-0.16459,bus,"156, 345, 77, 87, G1, N87",490009008K
Lavender Hill Police Station,51.46428,-0.16311,bus,"156, 345, 77, 87, G1, N87",490009007W
Lavender Rise / Stockley Road,51.50527,-0.45208,bus,U5,490012829W
Lavender Rise / Stockley Road,51.50537,-0.45213,bus,U5,490012829E
Lavender Road,51.50674,-0.03701,bus,C10,490011252E
Lavenham Road,51.44258,-0.19773,bus,"156, N87",490009009N
Lavington Road,51.36758,-0.12608,bus,"407, 410",490009010W
Lavington Road,51.36771,-0.1256,bus,"407, 410",490009010E
Lavington Street,51.50533,-0.09792,bus,"381, N343, N381",490009011SW
Lavington Street,51.50538,-0.09882,bus,"381, N343, N381",490009011SQ
Lawford Road,51.4837,-0.26947,bus,"272, E3",490009012S
Lawford Road,51.48409,-0.26948,bus,"272, E3",490009012N
Lawn Crescent,51.47433,-0.28658,bus,110,490009013S
Lawn Road,51.41458,-0.03333,bus,352,490015273S1
Lawn Road,51.41461,-0.03357,bus,352,490015273N1
Lawn Road,51.55327,-0.16091,bus,"24, 46, C11",490009017N
Lawrence Avenue,51.59871,-0.03845,bus,158,490009019W
Lawrence Avenue,51.59882,-0.03911,bus,"158, W15",490009019E
Lawrence Campe Close,51.62527,-0.17023,bus,"234, 383, 634",490009021N
Lawrence Campe Close,51.62544,-0.17039,bus,"234, 383, 634",490010139S1
Lawrence Road,51.58577,-0.07908,bus,unknown,490020102S
Lawson Road,51.5274,-0.37328,bus,120,490009028S
Lawson Road,51.52832,-0.37314,bus,120,490009028N
Lawton Road New Barnet,51.65354,-0.16986,bus,384,490009029W
Lawton Road New Barnet,51.65402,-0.16808,bus,384,490014407E
Laxfield Court,51.53661,-0.06501,bus,236,490009030E
Layer Gardens,51.51155,-0.2817,bus,218,490009031S
Layer Gardens,51.51172,-0.28186,bus,218,490009031N
Layhams Road,51.36205,-0.0006,bus,138,490009033E
Layhams Road,51.36889,-0.0048,bus,"119, 314, 353, 654, 664",490009032W
Layhams Road,51.36933,-0.00435,bus,"119, 138, 314, 353, 654, 664",490009032E
Le May Avenue / Luffman Road,51.43271,0.02568,bus,273,490007568W
Lea Bridge Rail Station,51.566548,-0.036673,bus,"55, 56, Greater Anglia, N38, N55",910GLEABDGE
Lea Bridge Road,51.57087,-0.02574,bus,"158, 58",490009036S
Lea Bridge Road,51.57115,-0.02619,bus,"158, 58",490009668N
Lea Bridge Road / Bakers Arms,51.57475,-0.01191,bus,"20, 230, 257, 357, 69, 97, N26, W15, W19",490015100H
Lea Bridge Road / Bakers Arms,51.57572,-0.01231,bus,"20, 230, 257, 357, 56, 69, 97, N26, N55, W15, W16, W19",490015102D
Lea Bridge Road / Bakers Arms,51.57639,-0.01168,bus,"20, 230, 257, 357, 56, N55, W15, W16, W19",490015102C
Lea Bridge Road / Upper Clapton Road,51.55928,-0.05264,bus,"308, 55, 56, N38, N55",490005337S
Lea Bridge Roundabout,51.55723,-0.05597,bus,"38, 55, 56, N38, N55",490009035L
Lea Bridge Roundabout,51.55755,-0.05603,bus,"106, 253, 254, 308, 38, 393, 425, 488, 55, 56, N253, N38, N55",490009035M
Lea Bridge Roundabout,51.55866,-0.05434,bus,"308, 55, 56, N38, N55",490005337T
Lea Bridge Roundabout,51.55933,-0.05613,bus,"106, 253, 254, 393, 425, N253",490004459B
Lea Bridge Roundabout / B6 College,51.55846,-0.05719,bus,488,490003230W
Lea Bridge Station,51.56599,-0.03677,bus,unknown,490011583E
Lea Bridge Station,51.56638,-0.03622,bus,unknown,4900LEABDGE1
Lea Bridge Station,51.5667,-0.03478,bus,"55, 56, N38, N55",490011583W
Lea Interchange Bus Garage,51.55499,-0.01459,bus,308,4900020146E
Lea Valley High School,51.68106,-0.04191,bus,"217, 317, 327",490009049W
Lea Valley High School,51.68109,-0.04351,bus,"217, 317, 327",490009049E
Lea Valley Riding Centre,51.56403,-0.04114,bus,"55, 56, N38, N55",490009073W
Lea Valley Road,51.63515,-0.01302,bus,"215, 385",490009050S
Lea Valley Road,51.63649,-0.01292,bus,215,490009050N
Lea Valley Road,51.64554,-0.03161,bus,491,490015698S
Leaf Close,51.60856,-0.4289,bus,331,490016669N
Leaf Close,51.60865,-0.42865,bus,331,490016669S
Leaf Grove,51.42646,-0.11412,bus,"417, N137",490009038S
Leafy Grove,51.35912,0.03098,bus,"146, 246",490015686S
Leafy Grove,51.35963,0.03037,bus,"146, 246",490015686N
Leaholme Way,51.58235,-0.44268,bus,331,490004269W
Leaholme Way,51.58253,-0.44296,bus,331,490004269E
Lealand Road,51.57852,-0.07309,bus,"149, 243, 318, 349, 476, 76, N73",490015852N
Leamington Close,51.60415,0.23812,bus,"174, 346, 496, 674, N86",490012819N2
Leamouth / Orchard Place,51.50989,0.0051,bus,"D3, N550",490000801X
Leamouth Road,51.50981,0.0003,bus,"D3, N550",490000805Y
Leander Court,51.38879,-0.31035,bus,unknown,490000786Z
Leas Green,51.41791,0.09295,bus,"160, 269, 625, 638",490009041HL
Leas Green,51.4183,0.09375,bus,"160, 269, 625, 638",490009041HK
Leaside Road,51.56601,-0.05092,bus,393,490016289S
Leaside Road,51.56645,-0.05087,bus,393,490016289N
Leatherhead Golf Club,51.320826,-0.329679,bus,465,40004408192B
Leatherhead Golf Club,51.321804,-0.3295,bus,465,40004408192A
Leatherhead Leisure Centre,51.292143,-0.336873,bus,465,40004408174A
Leatherhead Leisure Centre,51.292157,-0.336614,bus,465,40004408174B
Leatherhead Rail Station,51.298818,-0.333232,bus,"465, South Western Railway, Southern",910GLETHRHD
Leatherhead Railway Station,51.298685,-0.33338,bus,465,400G4408237B
Leatherhead Station,51.298685,-0.33338,bus,465,40004408237A
Leaves Green / Ashmore Lane,51.33938,0.03065,bus,"246, 320, 664, 684, R2",490009051N
Leaves Green / Ashmore Lane,51.33964,0.03072,bus,"246, 320, 664, 684, R2",490009051S
Leaves Green / the Kings Arms,51.33622,0.03019,bus,"246, 320, 664, 684, R2",490009878N
Leaves Green / the Kings Arms,51.33625,0.03032,bus,"246, 320, 664, 684, R2",490009878S
Lebanon Court,51.44885,-0.32393,bus,"33, 490, N22, N33, R68, R70",490009053W
Lebanon Court,51.44918,-0.32355,bus,"33, 490, N22, N33, R68, R70",490009053E
Lebanon Gardens,51.31064,0.03561,bus,"246, 320, 464, R2, R8",490003994N
Lebanon Gardens,51.31097,0.03472,bus,"320, 464, R2",490003994E
Lebanon Gardens,51.31156,0.03489,bus,"246, 320, 464, R2",490003994S
Lebanon Road,51.37468254,-0.08389645,Tramlink,unknown,416.0
Lebanon Road Tram Stop,51.37515,-0.08452,bus,"119, 194, 198, 466",490002052W
Lebanon Road Tram Stop,51.37523,-0.08542,bus,"119, 194, 198, 466",490002052E
Lechmere Approach,51.59333,0.03957,bus,"123, 179, 679",490005157E
Leckwith Avenue,51.47712,0.13318,bus,422,490009054W
Leckwith Avenue,51.47729,0.13327,bus,422,490009054E
Lee Conservancy Road / Poplar Close,51.5506,-0.03039,bus,"236, 276, N26",490009058S
Lee Gardens Avenue,51.56377,0.23474,bus,193,490009059S
Lee Gardens Avenue,51.56471,0.23493,bus,193,490009059N
Lee Green,51.4561,0.01259,bus,"122, 178, 321, 621, N21",490009060A
Lee Green,51.45664,0.01015,bus,"122, 178, 321, 621, N21",490009060E
Lee Road,51.53963,-0.31124,bus,297,490009064W2
Lee Road,51.53966,-0.31216,bus,297,490009064W1
Lee Station,51.44839,0.01304,bus,"202, 261, 273",490001176N
Lee Station,51.44951,0.01285,bus,"202, 261, 273",490001176B
Lee Valley Campsite,51.655087,-0.006276,bus,215,1500617
Lee Valley Ice Centre,51.56287,-0.04422,bus,"55, 56, N38, N55",490009072E
Lee Valley Ice Centre,51.56295,-0.04372,bus,"55, 56, N38, N55",490009072W
Lee Valley Riding Centre,51.5646,-0.04016,bus,"55, 56, N38, N55",490009073E
Leeming Road,51.666836,-0.282047,bus,292,210021002825
Leeming Road,51.666875,-0.282205,bus,292,210021003620
Lees Road,51.52518,-0.4494,bus,"A10, U4, U7",490009070S
Lees Road,51.52597,-0.45066,bus,"A10, U4, U7",490007815N1
Leeside,51.64583,-0.20454,bus,184,490009065W
Leeside,51.64626,-0.20418,bus,184,490009065N
Leeside Road,51.6063,-0.05405,bus,341,490009066S
Leeside Road,51.60707,-0.05472,bus,341,490009066N
Leesons Primary School,51.39748,0.10388,bus,"273, 661, R1",490009068E
Leesons Primary School,51.39783,0.10545,bus,"273, 661, R1",490009068W
Legion House,51.32818,-0.10612,bus,"407, 434",490009074S
Legion House,51.32832,-0.10649,bus,"407, 434",490009074N
Leicester Avenue,51.39813,-0.12868,bus,"152, 255",490017360E
Leicester Square,51.51089472,-0.126725567,London Underground,"Piccadilly, Northern",16.0
Leicester Square Station,51.51055,-0.12847,bus,"176, 24, 29, N20, N279, N29, N41, N5",490000135A
Leicester Square Station,51.51091,-0.12842,bus,unknown,490000135S
Leicester Square Station,51.51159,-0.12833,bus,"176, 24, 29, N20, N279, N29, N41, N5",490000135B
Leigham Court Rd / Streatham Hill Stn,51.43769,-0.12662,bus,"417, N137",490001281G
Leigham Court Rd / Streatham Hill Stn,51.43773,-0.12643,bus,"417, N137",490001281H
Leigham Court Road,51.4233,-0.1135,bus,"249, 417, N137",490G00009077
Leigham Court Road,51.42364,-0.11528,bus,249,490009077E
Leigham Court Road,51.43718,-0.12717,bus,"109, 159, 250, 50, N109, N250",490009076F
Leigham Court Road,51.43749,-0.1272,bus,"109, 133, 159, 201, 250, 255, 319, 333, 45, 50, 57, N109, N133, N250, P13",490009076E
Leigham Court Road / Streatham Common,51.4239,-0.11431,bus,"417, N137",490014789S
Leigham Court Road / Streatham Common,51.42415,-0.11444,bus,"417, N137",490014789N
Leigham Court Road / Valley Road,51.43272,-0.11661,bus,"315, 417, N137",490013999S
Leighton Road / Bartholomew Road,51.55076,-0.13604,bus,393,490000123W
Leighton Street,51.37888,-0.11044,bus,264,490013514W
Leinster Terrace,51.51073,-0.18208,bus,"148, 94, N207",49009081LF
Leinster Terrace,51.5108,-0.18075,bus,"148, 94, N207",490009081W
Leisure Centre,51.292157,-0.336614,bus,465,400G4408174B
Leisure Way,51.60556,-0.1749,bus,"112, 263, 382, N271",490009082S
Leisure Way,51.60578,-0.17511,bus,"112, 263, 382, N271",490009082N
Leman Street / Aldgate East Station,51.51439,-0.0711,bus,unknown,490009610S
Lenham Road,51.36673,-0.19116,bus,"154, S2",490009084G
Lenham Road,51.47823,0.13668,bus,422,490009083E
Lenham Road,51.47839,0.13768,bus,422,490009083W
Lennard Road,51.41787,-0.04397,bus,356,490009085S
Lennard Road,51.41797,-0.04405,bus,356,490009085N
Leominster Walk,51.39271,-0.18772,bus,"157, 164, 80",490009089S
Leonard Avenue,51.56467,0.16971,bus,"103, 128, 175, 5, N15",490009090W
Leonard Avenue,51.56513,0.17127,bus,"103, 128, 175, 499, 5, N15",490009090E
Leonard Road,51.60961,-0.01747,bus,"158, 215, 357, 385, 397, 657, 97, N26",490009091S
Leonard Road,51.60973,-0.0178,bus,"158, 215, 357, 385, 397, 657, 97, N26",490009091N
Leonardo Hotel Heathrow,51.48142,-0.4577,bus,unknown,490020167E
Lesley Close,51.39962,0.168672,bus,233,2400A020740A
Leslie Grove,51.37952,-0.08793,bus,"197, 312, 367, 410, 689",490013446S
Leslie Grove,51.37983,-0.0877,bus,"197, 312, 367, 410, 689",490013446N
Leslie Road / Custom House Station,51.51022,0.02614,bus,"241, 300, 325, 678",490009092E
Leslie Road / Custom House Station,51.51101,0.02557,bus,"241, 300, 325, 678",490009092F
Lesnes Abbey,51.49015,0.12825,bus,"229, 602, 669",490006958E
Lesnes Abbey,51.4903,0.13128,bus,"229, 602, 669",490009093W
Lesney Park,51.47965,0.16682,bus,"229, 602, 669",490009094S
Lesney Park,51.48022,0.16799,bus,"229, 602, 669",490009094N
Lesney Park / Avenue Road,51.47532,0.1701,bus,B12,490002241Z
Letchworth Avenue,51.45168,-0.42303,bus,H25,490009096S
Levana Close,51.44281,-0.21725,bus,"39, 639",490009097N
Levana Close,51.44337,-0.21725,bus,"39, 639",490009097S
Leven Road,51.51502,-0.0057,bus,309,490009098N
Leven Road,51.51513,-0.00575,bus,309,490009098W
Lever Street,51.52701,-0.09708,bus,"4, 56",490018500W
Levett Gardens,51.55527,0.10856,bus,EL3,490009100S
Levett Gardens,51.55554,0.10824,bus,EL3,490009100N
Levett Road,51.54421,0.09511,bus,62,490009101S
Lewes Road,51.6116,-0.16413,bus,"134, 221, 683",490009102E
Lewis Gardens,51.59866,-0.17256,bus,"263, N271",490009103S
Lewis Road,51.3709,-0.19373,bus,S1,490013073W
Lewis Road,51.40824,-0.16982,bus,"152, 655",490009119E
Lewis Road,51.40864,-0.1704,bus,"152, 655",490009119W
Lewisham,51.465081,-0.013016,bus,"129, 21, 225, 380, 436, 47, DLR, Southeastern, Thameslink",HUBLEW
LEWISHAM - DLR,51.46513641,-0.012465383,DLR,unknown,463.0
Lewisham Centre,51.46014,-0.01136,bus,"122, 136, 181, 185, 199, 208, 225, 284, 47, 484, 54, 75, N136, N199, P4",490009105T
Lewisham Centre,51.46043,-0.01119,bus,unknown,490009105U
Lewisham Centre,51.46064,-0.01082,bus,"122, 181, 225, 284, 484, P4",490009105X
Lewisham Centre,51.46088,-0.01058,bus,"136, 185, 199, 208, 47, 54, 75, N136, N199",490009110W
Lewisham Centre,51.46122,-0.01053,bus,unknown,490009105V
Lewisham Clock Tower,51.46253,-0.01012,bus,"108, 178, 261, 273, 321, 621, 89, N21, N89",490G00009106
Lewisham Clock Tower,51.46266,-0.0103,bus,"108, 261, 273",490009106P
Lewisham College,51.4683,-0.02556,bus,"136, 21, 321, 436, N136, N21",490009107W
Lewisham College / Ashmead School,51.4683,-0.02556,bus,"136, 21, 321, 436, N136, N21",490G000635
Lewisham College / Ashmead School,51.46869,-0.02593,bus,"136, 21, 321, 436, N136, N21",490009107E
Lewisham Fire Station,51.4567,-0.0139,bus,"136, 185, 199, 208, 47, 54, 75, N136, N199",490009111HN
Lewisham Fire Station,51.45707,-0.01391,bus,"185, 208, 284, 484, 75, P4",490009111HK
Lewisham Fire Station,51.4572,-0.01362,bus,"122, 136, 185, 199, 208, 284, 47, 484, 54, 75, N136, N199, P4",490009111HL
Lewisham Hill,51.467,-0.00972,bus,380,490014128N
Lewisham Hill,51.46799,-0.00887,bus,380,490006480S
Lewisham Hospital,51.45286,-0.01658,bus,"136, 185, 199, 208, 47, 54, 75, N136, N199",490009109HH
Lewisham Hospital,51.45289,-0.01628,bus,"136, 185, 199, 208, 47, 54, 75, N136, N199",490009109S
Lewisham Park,51.45427,-0.01597,bus,"136, 185, 199, 208, 47, 54, 75, N136, N199",490009113S
Lewisham Park,51.45455,-0.01611,bus,"136, 185, 199, 208, 47, 54, 75, N136, N199",490009113HJ
Lewisham Police Station,51.46253,-0.01012,bus,"178, 321, 621, 89, N21, N89",490011522E
Lewisham Road,51.47249,-0.01386,bus,"386, 53, N53",490009115W
Lewisham Road,51.47282,-0.01418,bus,"386, 53, N53",490009115E
Lewisham Station,51.46382,-0.01242,bus,"178, 261, 273, 321, 621, 89, N21",490001177X
Lewisham Station,51.46405,-0.01247,bus,"181, 225, 284, 484, P4",490001177V
Lewisham Station,51.46424,-0.01255,bus,"136, 185, 199, 208, 47, 75, N136, N199, N89",490001177Z
Lewisham Station,51.46438,-0.01119,bus,"129, 199, 273, 380, N199, N89",490009104A
Lewisham Station,51.46463,-0.01361,bus,"21, 436",490001177E
Lewisham Station,51.4649,-0.01305,bus,"108, 178, 181, 185, 208, 261, 284, 484, 621, 75, 89, P4",490001177U
Lewisham Station,51.46519,-0.01196,bus,"129, 225, 380, 47",490001177T
Lewisham Station,51.46523,-0.01235,bus,"136, 21, 321, 436, N21",490001177S
Lewisham Station   / Loampit Vale,51.46448,-0.01413,bus,"136, 21, 225, 321, 436, 47, N136, N21",490001177F
Lewisham Station   / Loampit Vale,51.464665,-0.012874,bus,unknown,490G000036
Lexington Way,51.57094,0.27079,bus,"248, 346",490014322S
Lexton Gardens,51.44456,-0.1334,bus,50,490009121N
Ley Street,51.57356,0.08481,bus,"296, 396, 66",490009129W
Ley Street / Perth Road,51.56958,0.08363,bus,"169, 364",490010955N
Leybourne Road,51.54295,-0.44132,bus,U2,490009124W
Leybourne Road,51.54306,-0.44083,bus,U2,490009124S
Leys Avenue,51.53726,0.17015,bus,103,490004739W
Leys Avenue,51.53744,0.17003,bus,103,490009126E
Leys Road East,51.66289,-0.03092,bus,191,490009127N
Leys Road East,51.66345,-0.03052,bus,191,490009127S
Leyton,51.55609689,-0.00386474,London Underground,Central,54.0
Leyton Cross,51.432388,0.186251,bus,B12,2400A035800A
Leyton Cross,51.4324,0.186597,bus,B12,2400A035790A
Leyton Green,51.57348,-0.0091,bus,"55, 69, 97, N26, W16",490009133W
Leyton Green,51.57433,-0.01069,bus,"55, 69, 97, N26, W16",490009133G
Leyton Green Road,51.57669,-0.00763,bus,"20, 230, 257, 357, W15, W19",490009135WK
Leyton Green Road,51.57768,-0.00835,bus,"20, 230, 257, 357, 56, N55, W15, W16, W19",490009135EJ
Leyton High Road / Leyton Station,51.55819,-0.0059,bus,"W13, W15",490009136C
Leyton High Road / Leyton Station,51.55869,-0.00663,bus,"W13, W15",490009136D
Leyton Library,51.55907,-0.00745,bus,"158, 58, 69, 97, N26",490009137J
Leyton Library,51.55913,-0.00779,bus,"158, 58, 69, 97, N26",490009137K
Leyton Midland Road,51.56914561,-0.00583941,London Overground,unknown,188.0
Leyton Midland Road Rail Station,51.569725,-0.008051,bus,"Suffragette, W16",910GLEYTNMR
Leyton Midland Road Station,51.56943,-0.00822,bus,"69, 97, N26, W16",490001178S
Leyton Midland Road Station,51.56973,-0.00835,bus,unknown,4900LEYTNMR2
Leyton Midland Road Station,51.56982,-0.0079,bus,unknown,4900LEYTNMR1
Leyton Midland Road Station,51.57041,-0.00844,bus,"69, 97, N26, W16",490001178N
Leyton Mills,51.55541,-0.01005,bus,W13,490015670N
Leyton Sports Ground,51.56801,-0.00857,bus,"69, 97, N26, W16",490007653S
Leyton Station,51.55608,-0.00555,bus,"158, 58, 69, 97",490000136A
Leyton Station,51.55714,-0.00631,bus,"158, 58, 69, 97",490000136B
Leyton Underground Station,51.556589,-0.005523,bus,"Central, W13, W15",940GZZLULYN
Leyton Way,51.57367,0.01524,bus,"257, N55",490009143S
Leyton Way,51.57416,0.01457,bus,"257, N55",490009143W
Leytonstone,51.56781496,0.009807678,London Underground,Central,56.0
Leytonstone Fire Station,51.56034,0.00786,bus,"257, N8, W13",490009141N
Leytonstone Fire Station,51.56034,0.00806,bus,"257, N8, W13",490009141S
Leytonstone High Road,51.56347619,0.009121703,London Overground,unknown,380.0
Leytonstone High Road / Thatched House,51.55325,0.00538,bus,"257, 339, N8",490009140S
Leytonstone High Road Station,51.56276,0.00926,bus,"257, N8, W13",490001179N
Leytonstone High Road Station,51.56366,0.00984,bus,"257, N8, W13",490001179S
Leytonstone Station,51.56875,0.00905,bus,"145, 66",490000137T
Leytonstone Station,51.56891,0.00909,bus,unknown,490000137V
Leytonstone Station,51.56907,0.00929,bus,"257, N8, W13",490000137W
Leytonstone Station,51.56924,0.00939,bus,"145, 66",490000137X
Leytonstone Station,51.56929,0.00974,bus,unknown,490009139RB
Leytonstone Station / Grove Green Road,51.56819,0.00718,bus,"339, W16",490009139
Leytonstone Stn  / Grove Green Road,51.56735,0.00665,bus,339,490009139Z
Leytonstone Stn  / Grove Green Road,51.56803,0.0072,bus,"339, W12, W15, W16, W19",490009139A
Leytonstone Stn  / Grove Green Road,51.56817,0.00755,bus,"W12, W15, W19",490009139B
Leytonstone Underground Station,51.568324,0.008194,bus,"257, 339, Central, N8, W12, W13, W15, W16, W19",940GZZLULYS
Leywick Street,51.5306,0.00568,bus,276,490009144N
Liberty Cottages,51.62266,0.18669,bus,375,490009145S
Liberty Cottages,51.62313,0.18746,bus,375,490009145N
Lichfield Road,51.46746,-0.401,bus,423,490009147S
Lichfield Road,51.46809,-0.40018,bus,423,490009147N
Lichfield Road,51.52707,-0.03654,bus,"277, 339, 425, D6, N277",490013517N
Lichfield Road,51.52715,-0.03642,bus,"277, 339, 425, D6, N277",490013517S
Liddell Gardens,51.53664,-0.22166,bus,187,490009148W
Liddon Road,51.52472,0.02366,bus,"241, 325, 678",490009149S
Lilac Gardens,51.51725,-0.42929,bus,U4,490009151W
Lilac Gardens,51.51732,-0.42858,bus,U4,490009151E
Lilburne Walk,51.54922,-0.26534,bus,"224, 232",490009152S
Lilburne Walk,51.54924,-0.2655,bus,"224, 232",490009152N
Lilford Road,51.46857,-0.09819,bus,"345, 35, 45",490009153W
Lilford Road,51.46873,-0.09828,bus,"345, 35, 45",490009153E
Lilford Road,51.46971,-0.10649,bus,P5,490009154S
Lilford Road,51.47009,-0.10686,bus,P5,490009154N
Lillie Road,51.48267,-0.2192,bus,"220, 424, 430, 74, N33, N72, N74",490009155N
Lillie Road,51.48272,-0.21853,bus,"220, 424, 430, 74, N33, N72, N74",490009155S
Lillie Road,51.48487,-0.20225,bus,"28, 306, N28",490009156V
Lillie Road,51.48614,-0.20277,bus,"28, 306, N28",490009156X
Lime Close,51.3977,0.04601,bus,"336, R7",490010544N
Lime Tree Avenue,51.31607,-0.13963,bus,404,490002174Y
Lime Tree Avenue,51.31628,-0.13965,bus,404,490002174Z
Limehouse,51.512469,-0.039799,bus,"DLR, c2c",HUBLHS
LIMEHOUSE - DLR,51.51179704,-0.038095069,DLR,unknown,464.0
Limehouse Police Station,51.511,-0.02714,bus,"135, 277, D3, D7, N277, N550",490009159S
Limehouse Police Station,51.51108,-0.02764,bus,"135, D3, N550",490014484N
Limehouse Station,51.51272,-0.04052,bus,"115, 135, 15, D3, N15, N550, N551",490001180W
Limehouse Station,51.51284,-0.04024,bus,"115, 135, 15, D3, N15, N550, N551",490001180E
Limehouse Town Hall,51.51223,-0.031,bus,"115, 135, 15, D3, N15, N550, N551",490009160W
Limerston Street,51.4831,-0.17805,bus,328,490005076S
Limes Avenue,51.57737,-0.2067,bus,"183, 210, 240, 83, N5, N83",490008152W
Limes Avenue,51.608626,0.08256,bus,"167, 667, 677",1500TFL050
Limes Farm / Copperfield,51.60555,0.089684,bus,462,1500TFL021
Limesford Road,51.46105,-0.04677,bus,P12,490009165N
Limesford Road,51.46124,-0.04678,bus,P12,490009165S
Limestone Walk,51.4963,0.12978,bus,"180, 401, 601, B11",490009166W
Limestone Walk,51.49646,0.12899,bus,"180, 401, 601, B11",490009166E
Lincoln Avenue,51.62455,-0.13724,bus,unknown,490009167S
Lincoln Avenue,51.62507,-0.13778,bus,unknown,490009167N
Lincoln Avenue Whitton,51.44663,-0.35195,bus,969,490014628N
Lincoln Road,51.46502,0.18893,bus,"428, 99",490009171S
Lincoln Road,51.46523,0.18915,bus,"428, 99",490009171N
Lincoln Road,51.64414,-0.0608,bus,"217, 231, 617",490009170N
Lincoln Road,51.64554,-0.06025,bus,"217, 231, 617",490009170S
Lincoln Road,51.64701,-0.07087,bus,192,4900HC113E
Lincoln Road,51.64715,-0.0707,bus,192,490019478W
Lincoln Road,51.64745,-0.07245,bus,192,490018557S
Lincoln Road Ponders End,51.64359,-0.05034,bus,377,490009172W
Lincoln Road Ponders End,51.64364,-0.04783,bus,377,490009172E
Lind Road,51.3624,-0.18628,bus,"407, 627, S3",490009180W1
Lind Road,51.36281,-0.18436,bus,"407, 627",490009180E1
Lind Road,51.36312,-0.18527,bus,"407, 627, S3",490020247N
Lind Road,51.36598,-0.18669,bus,"154, S2",490015354E
Linden Grove,51.46445,-0.0599,bus,"78, P12",490009174E
Linden Lea,51.58257,-0.18009,bus,H2,490010314Z
Linden Road,51.58746,-0.09454,bus,W4,490016820Z
Linden Road,51.58823,-0.09351,bus,unknown,490016820S
Lindfield Road,51.60978,0.2298,bus,294,490009178N
Lindisfarne Road,51.55516,0.12712,bus,"364, 62",490009179S2
Lindisfarne Road,51.55539,0.12691,bus,364,490009179N2
Lindisfarne Road,51.55607,0.13,bus,62,490009179N1
Lindisfarne Road,51.55621,0.13034,bus,62,490009179S1
Lindsay Road,51.37564,-0.23574,bus,"151, 213, 613, 627",490009181N
Lindsay Road,51.37674,-0.23732,bus,"151, 213, 613, 627",490009181S
Lindsey Close,51.39938,-0.12596,bus,463,490018880N
Lindsey Road,51.55116,0.11898,bus,"145, 5, EL2, N15",490009182W
Lindsey Road,51.55135,0.11837,bus,"145, 5, EL2, N15",490009182E
Linford Street,51.47498,-0.14031,bus,P5,490016687E
Lings Coppice,51.43825,-0.09139,bus,"3, N3",490009183S
Lings Coppice,51.43885,-0.09204,bus,"3, N3",490009183N
Link Way,51.38403,0.04255,bus,336,490009193W
Link Way,51.3843,0.04257,bus,336,490009193E
Link Way,51.582027,-0.496433,bus,331,040000001316
Linkfield Lane,51.244557,-0.167231,bus,405,40004409175A
Linkfield Lane,51.245815,-0.166636,bus,405,40004409175B
Linkfield Road,51.47533,-0.33432,bus,"235, 237, 618, E8, N9",490009185W
Linkfield Road,51.47536,-0.33494,bus,"235, 237, 618, E8, N9",490009185E
Links Avenue,51.40115,-0.19995,bus,"163, 293",490009187N
Links Avenue,51.40125,-0.19965,bus,"163, 164, 293, 413",490009187S
Links Avenue,51.40168,-0.20019,bus,"164, 413",490011115W
Links Avenue,51.40189,-0.2005,bus,"164, 413",490011115E
Links Avenue,51.58741,0.20269,bus,"174, 498, 686, N86",490003558E
Links Drive,51.63094,-0.18785,bus,"251, 605, 628, 688",490009188W
Links Drive,51.631,-0.18713,bus,"251, 605, 628, 688",490009188E
Links Side,51.65488,-0.10879,bus,"121, 307, 377, 456",490009190W
Links Side,51.65503,-0.10872,bus,"121, 307, 377, 456",490009190E
Links View Road,51.37145,-0.03118,bus,"194, 198",490012102N
Links View Road,51.3721,-0.03082,bus,"194, 198",490012102S
Links Way,51.38694,-0.02438,bus,"194, 356, 358",490009192W
Links Way,51.38719,-0.02434,bus,"194, 356, 358",490009192E
Links Way,51.60932,-0.43528,bus,331,490013385N
Links Way,51.6095,-0.43466,bus,331,490013385S
Linkside,51.611623,0.081455,bus,"167, 667, 677",150042023002
