commonName,lat_x,lon_x,is_pure_bus,id,lines,commonName_clean,line_id,line_name,mode_name,station_id,station_name,lat_y,lon_y,station_modes,station_name_clean
Harlington Corner,51.4813,-0.43448,1.0,490007811B,"105, 111, 222, 278, 285, 423, 81, 90, H98, N140, N9, SL9",harlington corner,,,,,,,,,
Harlington High Street / Sipson Lane,51.48672,-0.43544,1.0,490009564S,"278, 90, H98, N140, SL9",harlington high street / sipson lane,,,,,,,,,
Harlington High Street / Sipson Lane,51.48755,-0.43593,1.0,490009564N,"278, 90, H98, N140, SL9",harlington high street / sipson lane,,,,,,,,,
Harlington Road,51.53512,-0.45774,1.0,490005539E,"427, N207",harlington road,,,,,,,,,
Harlington Road East,51.45271,-0.40639,1.0,490008400W,"235, 285, 490, 635, 90",harlington road east,,,,,,,,,
Harlington Road West,51.45252,-0.40569,1.0,490008400N,"117, H26",harlington road west,,,,,,,,,
Harlington Road West,51.45308,-0.40518,1.0,490008400S,"117, H26",harlington road west,,,,,,,,,
Harlington School,51.49777,-0.43651,1.0,490007810W,"696, U4",harlington school,,,,,,,,,
Harmondsworth Lane,51.48951,-0.47478,1.0,490007820E,"350, U3",harmondsworth lane,,,,,,,,,
Harmondsworth Lane,51.4897,-0.47415,1.0,490007820W,"350, U3",harmondsworth lane,,,,,,,,,
Harmondsworth Lane,51.48994,-0.45711,1.0,490007821S,222,harmondsworth lane,,,,,,,,,
Harmondsworth Lane,51.49107,-0.45789,1.0,490007821N,222,harmondsworth lane,,,,,,,,,
Harmondsworth Road,51.49647,-0.46874,1.0,490007822S,"350, U3",harmondsworth road,,,,,,,,,
Harmondsworth Road,51.49753,-0.46881,1.0,490007822N,"350, U3",harmondsworth road,,,,,,,,,
Harmood Street,51.54594,-0.14867,1.0,490007824W,"393, 46",harmood street,,,,,,,,,
Harold Avenue,51.49896,-0.41733,1.0,490007825E,195,harold avenue,,,,,,,,,
Harold Avenue,51.49945,-0.4191,1.0,490007825W,195,harold avenue,,,,,,,,,
Harold Hill Community Centre,51.60538,0.22559,1.0,490007827N,"256, 294, 608, 646",harold hill community centre,,,,,,,,,
Harold Hill Community Centre,51.60539,0.22628,1.0,490007827S,"256, 294, 608, 646",harold hill community centre,,,,,,,,,
Harold Road / Chevening Road,51.4163,-0.08902,1.0,490007829N,450,harold road / chevening road,,,,,,,,,
Harold Wood Library,51.59469,0.23589,1.0,490003498W,496,harold wood library,,,,,,,,,
Harold Wood Library,51.5947,0.23556,1.0,490003498E,496,harold wood library,,,,,,,,,
Harold Wood Neighbourhood Centre,51.5895,0.23418,1.0,490007590W,346,harold wood neighbourhood centre,,,,,,,,,
Harold Wood Neighbourhood Centre,51.58973,0.23442,1.0,490007590E,346,harold wood neighbourhood centre,,,,,,,,,
,,,,,,,elizabeth,Elizabeth line,elizabeth-line,910GHRLDWOD,Harold Wood Rail Station,51.592766,0.233129,['elizabeth-line'],harold wood rail station
Harold Wood Station,51.59299,0.23288,1.0,490001137B,"256, 294, 346, 496, 646, 656",harold wood station,,,,,,,,,
Harold Wood Station,51.59345,0.23347,1.0,490001137C,496,harold wood station,,,,,,,,,
Harold Wood Station,51.59386,0.23247,1.0,490001137A,"256, 294, 646, 656",harold wood station,,,,,,,,,
Harps Oak Lane,51.274509,-0.156161,1.0,40004409197A,405,harps oak lane,,,,,,,,,
Harps Oak Lane,51.276587,-0.157368,1.0,40004409197B,405,harps oak lane,,,,,,,,,
Harraden Road,51.47237,0.03504,1.0,490014543S,386,harraden road,,,,,,,,,
Harraden Road,51.47326,0.03508,1.0,490014543N,386,harraden road,,,,,,,,,
Harringay Green Lanes Rail Station,51.577182,-0.098144,0.0,910GHRGYGL,"Suffragette, W5",harringay green lanes rail station,suffragette,Suffragette,overground,910GHRGYGL,Harringay Green Lanes Rail Station,51.577182,-0.098144,"['bus', 'overground']",harringay green lanes rail station
Harringay Green Lanes Station,51.57702,-0.0988,0.0,4900HRGYGL1,,harringay green lanes station,,,,,,,,,
Harringay Green Lanes Station,51.57718,-0.09879,0.0,4900HRGYGL2,,harringay green lanes station,,,,,,,,,
Harringay Green Lanes Station,51.57722,-0.09883,1.0,490001139HF,"141, 29, 341, N29",harringay green lanes station,,,,,,,,,
Harringay Green Lanes Station,51.5778,-0.09857,1.0,490001139HO,"141, 29, 341, N29",harringay green lanes station,,,,,,,,,
Harringay Road,51.58242,-0.09894,1.0,490007836HL,341,harringay road,,,,,,,,,
Harringay Sainsbury's,51.57609,-0.09615,1.0,490007837HA,W5,harringay sainsbury's,,,,,,,,,
Harringay Station,51.57751,-0.10653,1.0,490001138S,W5,harringay station,,,,,,,,,
Harrington Road,51.39514,-0.06754,1.0,490013371S,"130, 197, 312",harrington road,,,,,,,,,
Harrington Road,51.39587,-0.06882,1.0,490013371N,"130, 197, 312",harrington road,,,,,,,,,
Harrington Road,51.49426,-0.17864,1.0,490007839E,70,harrington road,,,,,,,,,
Harris Academy,51.47373,-0.07339,1.0,490014252W,"12, 136, 171, 343, 345, 36, 436, N136, N171, N343, N89",harris academy,,,,,,,,,
Harris Academy,51.47399,-0.07365,1.0,490014252E,"12, 136, 171, 343, 345, 36, 436, N136, N171, N343, N89",harris academy,,,,,,,,,
Harris Academy,51.4928,-0.07112,1.0,490003533E,"1, N1",harris academy,,,,,,,,,
Harris Academy / Battersea,51.47321,-0.16128,1.0,490003685W,"344, 44, N44",harris academy / battersea,,,,,,,,,
Harris Academy / Battersea,51.47401,-0.15865,1.0,490003685E,"344, 44, N44",harris academy / battersea,,,,,,,,,
Harris City Academy,51.41105,-0.07502,1.0,490009120N,410,harris city academy,,,,,,,,,
Harris City Academy,51.41139,-0.07452,1.0,490009120S,410,harris city academy,,,,,,,,,
Harris Garrard Academy,51.49544,0.13381,1.0,490013211E,"180, 401, 601, B11",harris garrard academy,,,,,,,,,
Harris Garrard Academy,51.49547,0.13315,1.0,490013211W,"180, 401, 601, B11",harris garrard academy,,,,,,,,,
Harris Girls' Academy,51.45865,-0.0558,1.0,490019016W,,harris girls' academy,,,,,,,,,
Harrodian School,51.48103,-0.24735,1.0,490007840S,533,harrodian school,,,,,,,,,
Harrods,51.49943,-0.16423,1.0,490007841KB,"14, 74, C1, N74, N97",harrods,,,,,,,,,
Harrods,51.49946,-0.16367,1.0,490007841KA,"14, 74, C1, N74, N97",harrods,,,,,,,,,
Harrow & Wealdstone,51.592216,-0.334896,0.0,HUBHRW,"Bakerloo, Lioness, West Midlands Trains",harrow & wealdstone,,,,,,,,,
,,,,,,,lioness,Lioness,overground,910GHROW,Harrow & Wealdstone Rail Station,51.592169,-0.334571,"['national-rail', 'overground']",harrow & wealdstone rail station
Harrow & Wealdstone Station,51.59229,-0.33408,1.0,490015249N,"140, 182, 186, 258, 340, 640, N140, N18",harrow & wealdstone station,,,,,,,,,
Harrow & Wealdstone Station,51.59231,-0.33392,1.0,490015249M,"140, 182, 186, 258, 340, 640, N140, N18",harrow & wealdstone station,,,,,,,,,
Harrow & Wealdstone Station,51.59313,-0.33592,1.0,490000101J,H9,harrow & wealdstone station,,,,,,,,,
Harrow & Wealdstone Station,51.59322,-0.33575,1.0,490000101K,H10,harrow & wealdstone station,,,,,,,,,
,,,,,,,bakerloo,Bakerloo,tube,940GZZLUHAW,Harrow & Wealdstone Underground Station,51.592268,-0.335217,['tube'],harrow & wealdstone underground station
Harrow Arts Centre,51.6088,-0.36361,1.0,490007842W,"H12, H14",harrow arts centre,,,,,,,,,
Harrow Arts Centre,51.60916,-0.36413,1.0,490007842E,"H12, H14",harrow arts centre,,,,,,,,,
Harrow Bus Station,51.57996,-0.33741,1.0,490007845A,"114, 140, 182, 183, 186, 223, 258, 340, 395, 483, 640, H10, H11, H14, H17, H18, H19, H9, N140, N18, SL10, SL9",harrow bus station,,,,,,,,,
Harrow Bus Station,51.57997,-0.33913,1.0,490007845Z,,harrow bus station,,,,,,,,,
Harrow Bus Station,51.57997,-0.33759,1.0,490007845C,"182, 186, 258, 483, H14, H17, H19, H9, N18",harrow bus station,,,,,,,,,
Harrow Bus Station,51.57998,-0.33787,1.0,490007845E,"114, 183, 223, 340, 395, H11, H17, H18, SL10, SL9",harrow bus station,,,,,,,,,
Harrow Bus Station,51.58004,-0.33758,1.0,490007845B,"114, 140, 395, 483, 640, H10, N140, SL10, SL9",harrow bus station,,,,,,,,,
Harrow Bus Station,51.58007,-0.33796,1.0,490007845D,"182, 183, 223, H11, H14, H18",harrow bus station,,,,,,,,,
Harrow Civic Centre / Harrow Mosque,51.58849,-0.33238,1.0,490007846L,"140, 182, 186, 258, 340, 640, N140, N18",harrow civic centre / harrow mosque,,,,,,,,,
Harrow Civic Centre / Harrow Mosque,51.58971,-0.3329,1.0,490007846K,"140, 182, 186, 258, 340, 640, N140, N18",harrow civic centre / harrow mosque,,,,,,,,,
Harrow College,51.61373,-0.33994,1.0,490014326S,"258, 640",harrow college,,,,,,,,,
Harrow College,51.61394,-0.34013,1.0,490014326N,"258, 640",harrow college,,,,,,,,,
Harrow Crown Court,51.59326,-0.34111,1.0,490007847R,H10,harrow crown court,,,,,,,,,
Harrow Crown Court,51.59327,-0.34018,1.0,490007847S,"H10, H9",harrow crown court,,,,,,,,,
Harrow Green,51.55716,0.0064,1.0,490007849S,"257, 339, N8",harrow green,,,,,,,,,
Harrow Green,51.55759,0.00649,1.0,490007849N,"257, 339, N8",harrow green,,,,,,,,,
Harrow High School,51.57927,-0.32725,1.0,490007149DD,"114, 183, H9",harrow high school,,,,,,,,,
Harrow High School,51.57944,-0.32771,1.0,490007149CC,"114, 183, H10, H9",harrow high school,,,,,,,,,
Harrow Leisure Centre,51.59175,-0.32942,1.0,490007850W,"H10, H9",harrow leisure centre,,,,,,,,,
Harrow Leisure Centre,51.59226,-0.32839,1.0,490007850E,H10,harrow leisure centre,,,,,,,,,
Harrow Lodge Park,51.55194,0.19084,1.0,490007852S,252,harrow lodge park,,,,,,,,,
Harrow Lodge Park,51.5525,0.19094,1.0,490007852N,252,harrow lodge park,,,,,,,,,
Harrow Lodge Park,51.5633,0.20854,1.0,490007851W,"193, 248, 365",harrow lodge park,,,,,,,,,
Harrow Lodge Park,51.56409,0.20646,1.0,490007851E,"248, 365",harrow lodge park,,,,,,,,,
Harrow Manorway / Abbey Wood Station,51.4906,0.12232,1.0,490001001D,"180, 229, 244, 301, 469, 472, 602, 669, B11, N1, SL3",harrow manorway / abbey wood station,,,,,,,,,
Harrow Manorway / Lensbury Way,51.49449,0.12108,1.0,490013257A,"180, 229, 244, 301, 469, 472, 602, 669, N1",harrow manorway / lensbury way,,,,,,,,,
Harrow Manorway / Yarnton Way,51.49517,0.1212,1.0,490013257B,"180, 229, 244, 301, 469, 472, 602, 669, N1",harrow manorway / yarnton way,,,,,,,,,
Harrow Park,51.56962,-0.33975,1.0,490007854S,"258, H17",harrow park,,,,,,,,,
Harrow Park,51.56968,-0.33994,1.0,490007854N,"258, H17",harrow park,,,,,,,,,
Harrow Road,51.44652,-0.45788,1.0,490007856W,116,harrow road,,,,,,,,,
Harrow Road,51.44682,-0.45768,1.0,490007856E,116,harrow road,,,,,,,,,
Harrow Road,51.52351,-0.20189,1.0,490007861C,"28, 31, 328, 36, N28, N31",harrow road,,,,,,,,,
Harrow Road,51.5245,-0.2004,1.0,490007861W2,"31, 328, 36, N28, N31",harrow road,,,,,,,,,
Harrow Road,51.54502,-0.27119,1.0,490007855H,112,harrow road,,,,,,,,,
Harrow Road,51.54551,-0.27138,1.0,490007855N,112,harrow road,,,,,,,,,
Harrow Road,51.55685,-0.3172,1.0,490007857S,"182, 245, N18",harrow road,,,,,,,,,
Harrow Road,51.55878,0.00718,1.0,490016314S,"257, N8, W13",harrow road,,,,,,,,,
Harrow Road,51.56114,-0.33268,1.0,490007863N,"92, H17",harrow road,,,,,,,,,
Harrow Road,51.56116,-0.33285,1.0,490007863S,"92, H17",harrow road,,,,,,,,,
Harrow Road / College Park,51.53146,-0.23709,1.0,490007859S,220,harrow road / college park,,,,,,,,,
Harrow Road / College Park,51.53154,-0.23739,1.0,490007859N,220,harrow road / college park,,,,,,,,,
Harrow Road / Kilburn Lane,51.52848,-0.21597,1.0,490007860S,"28, 316, 52",harrow road / kilburn lane,,,,,,,,,
Harrow School,51.57235,-0.33759,1.0,490007866S,"258, H17",harrow school,,,,,,,,,
Harrow School,51.57308,-0.33703,1.0,490007866N,"258, H17",harrow school,,,,,,,,,
Harrow Town Centre,51.57935,-0.33404,1.0,490015347L,"182, 186, 223, 258, 483, H10, H14, H17, H18, N18",harrow town centre,,,,,,,,,
Harrow Town Centre,51.57957,-0.33392,1.0,490015347M,"114, 140, 182, 183, 186, 223, 258, 340, 483, 640, H10, H14, H17, H18, H19, H9, N140, N18",harrow town centre,,,,,,,,,
Harrow Town Centre,51.58071,-0.33391,1.0,490015347S,"114, 140, 183, 186, 258, 340, 640, N140, N18",harrow town centre,,,,,,,,,
Harrow Town Centre,51.58079,-0.33403,1.0,490007868T,"114, 140, 183, 186, 258, 340, 640, N140, N18",harrow town centre,,,,,,,,,
Harrow Town Centre / Sheepcote Road,51.58174,-0.33313,1.0,490007868R,"114, 140, 183, 186, 258, 340, 640, N140, N18",harrow town centre / sheepcote road,,,,,,,,,
Harrow Town Centre / St John's Road,51.58228,-0.33235,1.0,490015347H,"114, 140, 183, 186, 258, 340, 640, N140, N18",harrow town centre / st john's road,,,,,,,,,
Harrow View,51.59243,-0.34673,1.0,490013383W,"H10, H9",harrow view,,,,,,,,,
Harrow View,51.59272,-0.34562,1.0,490013383E,H10,harrow view,,,,,,,,,
Harrow View Road,51.52578,-0.31507,1.0,490011029W,"E2, E9, N7",harrow view road,,,,,,,,,
Harrow View West,51.59585,-0.34864,1.0,490008888N,"223, H14",harrow view west,,,,,,,,,
Harrow View West,51.5961,-0.34853,1.0,490008888S,"223, H14",harrow view west,,,,,,,,,
Harrow Weald Bus Garage,51.60582,-0.34018,1.0,490007870S2,"140, 182, 258, 340, 640, H12, H18, H19, N140, N18",harrow weald bus garage,,,,,,,,,
Harrow Weald Bus Garage,51.60613,-0.3403,1.0,490007870N1,"182, 258, 340, 640, H12, H18",harrow weald bus garage,,,,,,,,,
Harrow Weald Bus Garage,51.60641,-0.33993,1.0,490007870S,"H12, H19",harrow weald bus garage,,,,,,,,,
Harrow-on-the-Hill,51.579197,-0.337226,0.0,HUBHOH,"114, 140, 182, 183, 186, 223, 258, 340, 395, 483, 640, Chiltern Railways, H10, H11, H14, H17, H18, H19, H9, Metropolitan, N140, N18, SL10, SL9",harrow-on-the-hill,,,,,,,,,
Harrow-On-The-Hill Station,51.57798,-0.33762,1.0,490000102N,,harrow-on-the-hill station,,,,,,,,,
Harrow-On-The-Hill Station,51.57818,-0.33748,1.0,490000102S,,harrow-on-the-hill station,,,,,,,,,
,,,,,,,metropolitan,Metropolitan,tube,940GZZLUHOH,Harrow-on-the-Hill Underground Station,51.579195,-0.337225,['tube'],harrow-on-the-hill underground station
Hartfield Crescent,51.36825,0.01428,1.0,490007871E,"246, 654, 664",hartfield crescent,,,,,,,,,
Hartfield Crescent,51.3686,0.01273,1.0,490007871W,"246, 654, 664",hartfield crescent,,,,,,,,,
Hartford Road,51.44482,0.15229,1.0,490007872J,"132, 229, 492, 601, 669, B12, N21",hartford road,,,,,,,,,
Hartford Road,51.44486,0.15201,1.0,490007872H,"132, 229, 492, 601, 669, B12, N21",hartford road,,,,,,,,,
Hartham Road,51.47652,-0.33232,1.0,490016402S,H28,hartham road,,,,,,,,,
Hartington Road,51.47535,-0.2662,1.0,490007874W,"190, 533",hartington road,,,,,,,,,
Hartington Road,51.47566,-0.26594,1.0,490007874E,"190, 533",hartington road,,,,,,,,,
Hartland Road / Camden Market,51.54229,-0.14693,1.0,490007876O,"1, 24, 27, 31, N27, N28, N31, N5",hartland road / camden market,,,,,,,,,
Hartland Way,51.37483,-0.04568,1.0,490015436S,194,hartland way,,,,,,,,,
Harts Lane Estate,51.54177,0.07129,1.0,490007878E,368,harts lane estate,,,,,,,,,
Hartslock Drive,51.49625,0.12773,1.0,490007879W,"180, 401, B11",hartslock drive,,,,,,,,,
Harvey Road,51.54407,-0.39772,1.0,490007881S,"696, E7",harvey road,,,,,,,,,
Harvey Road,51.54484,-0.39807,1.0,490007881N,"696, E7",harvey road,,,,,,,,,
Harvey Road,51.56751,0.01051,1.0,490007882H,"257, N8, W13",harvey road,,,,,,,,,
Harvey Road,51.56759,0.01077,1.0,490007882K,"257, N8, W13",harvey road,,,,,,,,,
Harvey Road,51.58396,-0.11641,1.0,490007880N,"41, N41, N91",harvey road,,,,,,,,,
Harvey Road,51.58404,-0.11612,1.0,490007880S,"41, N41, N91",harvey road,,,,,,,,,
Harvil Road / Moorhall Road,51.58947,-0.47995,1.0,490013362N,U9,harvil road / moorhall road,,,,,,,,,
Harwood Terrace,51.47566,-0.1884,1.0,490016612S,306,harwood terrace,,,,,,,,,
Harwood Terrace,51.47625,-0.19017,1.0,490016612N,306,harwood terrace,,,,,,,,,
Harwoods Garage,51.31001,-0.14484,1.0,490007887S,405,harwoods garage,,,,,,,,,
Harwoods Garage,51.31111,-0.14448,1.0,490007887N,405,harwoods garage,,,,,,,,,
Haselbury Road,51.62805,-0.07349,1.0,490007889E,"616, W8",haselbury road,,,,,,,,,
Haselbury Road / Chalfont Road,51.62236,-0.07505,1.0,490004959N,,haselbury road / chalfont road,,,,,,,,,
Haselbury Road / Silver Street,51.61695,-0.0761,1.0,490000873Z,W6,haselbury road / silver street,,,,,,,,,
Haslemere Avenue,51.40816,-0.18129,1.0,490013016E,200,haslemere avenue,,,,,,,,,
Haslemere Avenue,51.4084,-0.18037,1.0,490004461W,200,haslemere avenue,,,,,,,,,
Haslemere Avenue,51.49821,-0.32689,1.0,490004168S,"195, E8",haslemere avenue,,,,,,,,,
Haslemere Avenue,51.49883,-0.32762,1.0,490004168N,"195, E8",haslemere avenue,,,,,,,,,
Haslemere Road,51.39539,-0.10474,1.0,490015148S,450,haslemere road,,,,,,,,,
Hasluck Gardens,51.64282,-0.17956,1.0,490007893S,"326, 626",hasluck gardens,,,,,,,,,
Hasluck Gardens,51.64313,-0.17942,1.0,490007893N,"326, 626",hasluck gardens,,,,,,,,,
Hastings Road,51.5919,-0.0856,1.0,490002208Z,W4,hastings road,,,,,,,,,
Hastings Road / Trinity Church,51.37855,0.04204,1.0,490007894S,320,hastings road / trinity church,,,,,,,,,
Hatch End / Telephone Exchange,51.60739,-0.37526,1.0,490007896W,"H12, H14",hatch end / telephone exchange,,,,,,,,,
Hatch End / Telephone Exchange,51.60757,-0.37498,1.0,490007896E,"H12, H14",hatch end / telephone exchange,,,,,,,,,
,,,,,,,lioness,Lioness,overground,910GHTCHEND,Hatch End Rail Station,51.609417,-0.368601,['overground'],hatch end rail station
Hatch End Station,51.60873,-0.37007,1.0,490001142A,"H12, H14",hatch end station,,,,,,,,,
Hatch End Station,51.60886,-0.37038,1.0,490001142B,"H12, H14",hatch end station,,,,,,,,,
Hatch Lane,51.61875,0.00373,1.0,490005174W,"212, 357, 657",hatch lane,,,,,,,,,
Hatch Lane,51.61884,0.00609,1.0,490005174E,"212, 357, 657",hatch lane,,,,,,,,,
Hatfield Road,51.53957,0.13876,1.0,490007898W,145,hatfield road,,,,,,,,,
Hatfield Road,51.5396,0.13836,1.0,490007898E,145,hatfield road,,,,,,,,,
Hatherley Crescent / Sidcup Station,51.43285,0.10347,1.0,490015177H,"160, 269, 492, SL3",hatherley crescent / sidcup station,,,,,,,,,
Hatherley Gardens,51.52329,0.04268,1.0,490009346E,"104, 304",hatherley gardens,,,,,,,,,
Hatherley Gardens,51.5233,0.04183,1.0,490009346W,"104, 304",hatherley gardens,,,,,,,,,
Hatton Cross Station,51.46674,-0.42374,1.0,490000103E,"482, 490",hatton cross station,,,,,,,,,
Hatton Cross Station,51.46675,-0.42339,1.0,490000103E1,,hatton cross station,,,,,,,,,
Hatton Cross Station,51.46677,-0.42336,1.0,490000103D,"203, 423, 482",hatton cross station,,,,,,,,,
Hatton Cross Station,51.4668,-0.42338,1.0,490000103C,"285, 490, 90, SL7",hatton cross station,,,,,,,,,
Hatton Cross Station,51.46688,-0.42352,1.0,490000103B,,hatton cross station,,,,,,,,,
Hatton Cross Station,51.46692,-0.4232,1.0,490000103Z,"203, H25, H26",hatton cross station,,,,,,,,,
Hatton Cross Station,51.46699,-0.42333,1.0,490000103A,,hatton cross station,,,,,,,,,
Hatton Cross Station,51.46734,-0.42285,1.0,490000103F,"285, 423, 90, H25, H26, SL7",hatton cross station,,,,,,,,,
,,,,,,,piccadilly,Piccadilly,tube,940GZZLUHNX,Hatton Cross Underground Station,51.466747,-0.423191,['tube'],hatton cross underground station
Hatton Garden,51.52197,-0.10891,1.0,490007901D,"243, 55, N55",hatton garden,,,,,,,,,
Hatton Garden,51.52213,-0.10857,1.0,490007901E,"243, 55, N55",hatton garden,,,,,,,,,
Hatton Green,51.46375,-0.41613,1.0,490007902N,"285, 490, 90",hatton green,,,,,,,,,
Hatton Green,51.46389,-0.41613,1.0,490007902S,"285, 490, 90",hatton green,,,,,,,,,
Hatton Road North,51.4795,-0.43178,1.0,490010377F,"285, 423, 90",hatton road north,,,,,,,,,
Hatton Road North,51.47988,-0.43358,1.0,490007905E,"285, 423, 90",hatton road north,,,,,,,,,
Havelock Road,51.37864,-0.0781,1.0,490007907W,"289, 312, 367, 689",havelock road,,,,,,,,,
Havelock Road,51.3789,-0.07647,1.0,490007907E,"289, 312, 367, 689",havelock road,,,,,,,,,
Havelock Road,51.447395,0.198381,1.0,2400A019710A,"428, 96",havelock road,,,,,,,,,
Havelock Road,51.447732,0.197202,1.0,2400A019760A,"428, 96",havelock road,,,,,,,,,
Havelock Road,51.49941,-0.37639,1.0,490016593K,E5,havelock road,,,,,,,,,
Havelock Road,51.50015,-0.37666,1.0,4900165932,E5,havelock road,,,,,,,,,
Havelock Road,51.50098,-0.37634,1.0,4900096813,,havelock road,,,,,,,,,
Haven Green,51.51524,-0.30509,1.0,490007910Y,E1,haven green,,,,,,,,,
Haven Grn / Ealing Broadway Stn,51.51518,-0.30343,1.0,490007913D,"112, 226, E1, E10, E9",haven grn / ealing broadway stn,,,,,,,,,
Haven Grn / Ealing Broadway Stn,51.5156,-0.30417,1.0,490007913E,"E1, E10, E9",haven grn / ealing broadway stn,,,,,,,,,
Haverfield Green / Grove Road,51.53053,-0.04129,1.0,490007914W,"8, D6, N8",haverfield green / grove road,,,,,,,,,
Havering Drive,51.58582,0.18639,1.0,490020319S,499,havering drive,,,,,,,,,
Havering Green,51.61651,0.1834,1.0,490007916S,375,havering green,,,,,,,,,
Havering Green,51.61728,0.18295,1.0,490007916N,375,havering green,,,,,,,,,
Havering Park,51.60882,0.16567,1.0,490007917S,365,havering park,,,,,,,,,
Havering Park,51.60897,0.16444,1.0,490007917W,"294, 365, 651",havering park,,,,,,,,,
Havering Park,51.60913,0.16508,1.0,490007917E,294,havering park,,,,,,,,,
Havering Road,51.58747,0.17394,1.0,490007918E,103,havering road,,,,,,,,,
Havering Sixth Form College,51.56118,0.23154,1.0,490007919S,193,havering sixth form college,,,,,,,,,
Havering Sixth Form College,51.56176,0.23221,1.0,490007919N,193,havering sixth form college,,,,,,,,,
Havering Way,51.52661,0.11421,1.0,490018847W,"EL1, EL2",havering way,,,,,,,,,
Haverstock Hill,51.54575,-0.15422,1.0,490018689W,393,haverstock hill,,,,,,,,,
Haverstock Hill,51.54725,-0.16039,1.0,490006591E,C11,haverstock hill,,,,,,,,,
Haverstock Hill,51.5507,-0.1676,1.0,490003874H,268,haverstock hill,,,,,,,,,
Haverstock Hill / Pond Street,51.55227,-0.1673,1.0,490015255F,"1, 268, C11, N5",haverstock hill / pond street,,,,,,,,,
Haverstock Hill / Steele's Village,51.54644,-0.1572,1.0,490012664S,"1, N5",haverstock hill / steele's village,,,,,,,,,
Hawarden Road,51.294426,-0.104774,1.0,40004410093A,"404, 466",hawarden road,,,,,,,,,
Hawarden Road,51.294782,-0.105132,1.0,40004410093B,"404, 466",hawarden road,,,,,,,,,
Hawkdene,51.6403,-0.00875,1.0,490007921N,379,hawkdene,,,,,,,,,
Hawkesworth Close,51.60979,-0.42728,1.0,490010428S,331,hawkesworth close,,,,,,,,,
Hawkhirst Road,51.32051,-0.09344,1.0,490020220S,439,hawkhirst road,,,,,,,,,
Hawkhirst Road,51.32064,-0.09398,1.0,490020220N,439,hawkhirst road,,,,,,,,,
Hawkridge Close,51.57295,0.1257,1.0,490007922S,173,hawkridge close,,,,,,,,,
Hawks Hill,51.284651,-0.345045,1.0,400G4408173B,465,hawks hill,,,,,,,,,
Hawksbrook Lane,51.38757,-0.01031,1.0,490003645S,,hawksbrook lane,,,,,,,,,
Hawksbrook Lane,51.38769,-0.01056,1.0,490003645N,,hawksbrook lane,,,,,,,,,
Hawksmoor School,51.50388,0.11161,1.0,490007923S,"244, 301, 672, N1",hawksmoor school,,,,,,,,,
Hawksmoor School,51.50414,0.11125,1.0,490007923N,"244, 301, 672, N1",hawksmoor school,,,,,,,,,
Hawksmouth,51.63389,-0.00913,1.0,490007924E,"313, 379, 385",hawksmouth,,,,,,,,,
Hawksmouth,51.63428,-0.00933,1.0,490007924W,"313, 379, 385",hawksmouth,,,,,,,,,
Hawkswood School,51.64269,-0.00623,1.0,490007925S,379,hawkswood school,,,,,,,,,
Hawkwood Crescent,51.6397,-0.01176,1.0,490007926N,"215, 379",hawkwood crescent,,,,,,,,,
Hawkwood Crescent,51.641,-0.0113,1.0,490007926S,"215, 379",hawkwood crescent,,,,,,,,,
Hawley Road,51.54212,-0.14205,1.0,490007927A,"1, 134, 214, 24, 27, 31, 88, N20, N27, N28, N31, N5",hawley road,,,,,,,,,
Hawley Road,51.54288,-0.14355,1.0,490007927M,"1, 24, 27, 31, N27, N28, N31, N5",hawley road,,,,,,,,,
Hawthorn Crescent,51.33951,-0.05816,1.0,490007928N,433,hawthorn crescent,,,,,,,,,
Hawthorn Crescent,51.33951,-0.05803,1.0,490007928S1,433,hawthorn crescent,,,,,,,,,
Hawthorn Road,51.61192,-0.07017,1.0,490015838Y,444,hawthorn road,,,,,,,,,
Hawthorn Road,51.61212,-0.07025,1.0,490015838X,"444, 456",hawthorn road,,,,,,,,,
Hawthorne Avenue,51.317,0.03493,1.0,490008534W,"664, 684, R8",hawthorne avenue,,,,,,,,,
Hawthorne Avenue,51.31713,0.03539,1.0,490008534E,"664, 684, R8",hawthorne avenue,,,,,,,,,
Hawthorne Road,51.39886,0.04445,1.0,490007929C,336,hawthorne road,,,,,,,,,
Hawthorne Road,51.39895,0.045,1.0,490007929D,336,hawthorne road,,,,,,,,,
Hay Currie Street,51.51383,-0.01287,1.0,490005909W,309,hay currie street,,,,,,,,,
Hay Currie Street,51.51388,-0.01308,1.0,490004581E,309,hay currie street,,,,,,,,,
Hay's Galleria,51.50515,-0.0841,1.0,490007964H,"343, 381, 47, N199, N381",hay's galleria,,,,,,,,,
Hayburn Way,51.56422,0.18857,1.0,490007930S,252,hayburn way,,,,,,,,,
Haydon Drive,51.59168,-0.40712,1.0,490007935S,282,haydon drive,,,,,,,,,
Haydon Drive,51.592,-0.40757,1.0,490007935N,282,haydon drive,,,,,,,,,
Haydon Road,51.55903,0.12598,1.0,490003901S,"364, 368",haydon road,,,,,,,,,
Haydon School,51.5951,-0.41513,1.0,490007932W,H13,haydon school,,,,,,,,,
Haydon School,51.59545,-0.41498,1.0,490007932E,H13,haydon school,,,,,,,,,
Haydons Road,51.42804,-0.18937,1.0,490011063E,493,haydons road,,,,,,,,,
Haydons Road,51.42804,-0.18901,1.0,490011063W,493,haydons road,,,,,,,,,
Haydons Road / Merton High Street,51.41635,-0.18738,1.0,490009832G,200,haydons road / merton high street,,,,,,,,,
